HourOfYear,deploy_factor_RegU_ERCOT,deploy_factor_RegD_ERCOT,deploy_factor_Spin_ERCOT,deploy_factor_NSpin_ERCOT,deploy_factor_ECRS_ERCOT
512,0.7088,0.8378,0.8948,0.8718,0.8985
513,0.7243,0.7920,0.8838,0.9260,0.8955
514,0.7111,0.7603,0.8653,0.9614,0.9018
515,0.7225,0.7666,0.8612,1.0000,0.9405
516,0.7632,0.7838,0.8353,0.9782,0.9476
517,0.7440,0.7169,0.8059,0.9229,0.9150
518,0.7758,0.7396,0.8470,0.9233,0.9485
519,0.8221,0.6949,0.8948,0.9466,0.9519
520,0.8060,0.6861,0.8784,0.9316,0.9205
521,0.7489,0.6894,0.8888,0.9297,0.9249
522,0.7281,0.6871,0.8559,0.8873,0.9400
523,0.7273,0.6593,0.8375,0.9027,0.9042
524,0.7219,0.6549,0.8624,0.9285,0.9374
525,0.7213,0.6749,0.8462,0.9252,0.8921
526,0.7571,0.6855,0.8797,0.8763,0.8555
527,0.7161,0.7128,0.8621,0.8761,0.8478
528,0.7248,0.6586,0.9188,0.8853,0.8549
529,0.7500,0.6901,0.9518,0.9293,0.9168
530,0.7305,0.7395,0.9890,0.9397,0.8749
531,0.6895,0.7640,0.9820,0.8708,0.8943
532,0.6850,0.6798,0.9131,0.9309,0.8760
533,0.6536,0.6890,0.9212,0.9069,0.8339
534,0.6404,0.6938,0.9229,0.9065,0.8535
535,0.6730,0.6710,0.9082,0.8727,0.8265
536,0.6878,0.7131,0.8911,0.8741,0.8585
537,0.7143,0.7301,0.8835,0.8998,0.8827
538,0.7272,0.7317,0.8573,0.9115,0.8704
539,0.7143,0.6940,0.8656,0.8992,0.9332
540,0.6775,0.6968,0.8481,0.9547,0.9031
541,0.6933,0.7382,0.8255,0.9359,0.9162
542,0.6769,0.7844,0.8255,0.9040,0.9075
543,0.6774,0.7529,0.8308,0.9008,0.8893
544,0.6586,0.7233,0.8493,0.9035,0.8647
545,0.6979,0.7315,0.8812,0.8833,0.9000
546,0.6237,0.6863,0.8247,0.9181,0.8819
547,0.6578,0.6195,0.8742,0.9184,0.9111
548,0.6722,0.6260,0.9443,0.9242,0.9255
549,0.7079,0.6594,0.9962,0.9036,0.9148
550,0.6654,0.6408,0.9338,0.9000,0.8910
551,0.6716,0.6736,0.9165,0.9087,0.9099
552,0.6636,0.6656,0.8955,0.8926,0.8968
553,0.6664,0.6891,0.8964,0.9003,0.8970
554,0.6745,0.7092,0.9638,0.9188,0.8919
555,0.6642,0.7406,0.9270,0.8935,0.8747
556,0.6685,0.7050,0.8835,0.8720,0.8525
557,0.7168,0.6746,0.9197,0.8314,0.8432
558,0.7613,0.6436,0.9289,0.8057,0.8535
559,0.7557,0.6673,0.9139,0.8141,0.8963
560,0.7922,0.7163,0.9160,0.8187,0.9106
561,0.7236,0.7485,0.9640,0.8517,0.9311
562,0.7451,0.7021,0.9470,0.8896,0.9773
563,0.7422,0.7077,0.9304,0.8457,0.9020
564,0.7205,0.7433,0.8912,0.8319,0.9215
565,0.7363,0.7470,0.8975,0.8119,0.9278
566,0.7335,0.6896,0.8759,0.7987,0.9334
567,0.7061,0.7521,0.8683,0.8168,0.9502
568,0.7280,0.7798,0.8836,0.8982,0.9219
569,0.7203,0.7590,0.9016,0.9117,0.9256
570,0.6920,0.7420,0.9021,0.9204,0.9793
571,0.7208,0.7368,0.9524,0.8878,0.9729
572,0.6593,0.7735,0.9485,0.9295,0.9671
573,0.7232,0.7397,0.9190,0.9239,0.9364
574,0.7482,0.7820,0.9387,0.8527,0.9699
575,0.6745,0.7547,0.9593,0.8670,0.9440
576,0.7206,0.7816,0.9243,0.8885,0.9461
577,0.7189,0.7589,0.9461,0.8745,0.9435
578,0.6461,0.7646,0.9269,0.8729,0.9229
579,0.5960,0.7321,0.9215,0.8940,0.8915
580,0.6382,0.7150,0.8913,0.9808,0.8952
581,0.6155,0.7204,0.8196,0.9230,0.9012
582,0.6051,0.7292,0.8713,0.8379,0.8456
583,0.6297,0.6631,0.8593,0.8383,0.8913
584,0.6622,0.6503,0.8767,0.8216,0.8888
585,0.6777,0.6935,0.8932,0.8259,0.9497
586,0.6524,0.6682,0.9189,0.8464,1.0000
587,0.6380,0.7138,0.8843,0.8743,0.9872
588,0.6164,0.6898,0.8731,0.8418,0.9176
589,0.6427,0.6973,0.8905,0.8503,0.9300
590,0.6614,0.6857,0.9206,0.8862,0.8902
591,0.6833,0.7352,0.9340,0.8798,0.8588
592,0.6931,0.7942,0.8958,0.8715,0.8439
593,0.6984,0.7494,0.9125,0.8613,0.9186
594,0.7285,0.7430,0.8994,0.8882,0.8983
595,0.7255,0.6994,0.9217,0.8980,0.8916
596,0.7493,0.6693,0.9248,0.9144,0.9131
597,0.7252,0.7110,0.8980,0.9593,0.8822
598,0.6934,0.7067,0.9414,0.8866,0.8874
599,0.7349,0.7078,0.9432,0.9380,0.9347
600,0.7115,0.7173,0.9444,0.9078,0.9148
601,0.7053,0.6918,0.9341,0.8949,0.8986
602,0.6765,0.6477,0.9338,0.8844,0.9271
603,0.7480,0.6242,0.9187,0.8842,0.9220
604,0.6863,0.6203,0.9696,0.9318,0.9201
605,0.7221,0.6836,0.9388,0.9117,0.9376
606,0.6552,0.6974,0.9217,0.9297,0.9273
607,0.6525,0.6975,0.9100,0.9437,0.8991
608,0.6877,0.6516,0.9535,0.9253,0.8794
609,0.7464,0.6157,0.9317,0.9243,0.8221
610,0.7282,0.6129,0.9559,0.8598,0.8844
611,0.7039,0.6239,0.9354,0.8399,0.8503
612,0.7098,0.6158,0.9410,0.8327,0.8959
613,0.7627,0.6075,0.9843,0.8350,0.8978
614,0.7544,0.6100,0.9378,0.8096,0.8990
615,0.7593,0.6070,0.9565,0.8615,0.9577
616,0.7248,0.6204,0.8982,0.8850,0.9470
617,0.7496,0.6441,0.8873,0.8941,0.9277
618,0.6864,0.6820,0.8831,0.9094,0.9469
619,0.7312,0.6496,0.8861,0.8889,0.9041
620,0.7685,0.6588,0.8743,0.9341,0.9034
621,0.8207,0.7354,0.8918,0.9071,0.9030
622,0.8381,0.7162,0.8839,0.9330,0.9236
623,0.7894,0.7117,0.8796,0.9776,0.9401
624,0.8184,0.6797,0.8755,0.9728,0.9195
625,0.8298,0.7067,0.8709,0.9460,0.8990
626,0.7768,0.6822,0.8858,0.9365,0.9168
627,0.7667,0.7533,0.8886,0.9415,0.9135
628,0.6547,0.7245,0.9033,0.9103,0.9329
629,0.6188,0.7082,0.9209,0.9249,0.9778
630,0.6642,0.7161,0.9152,0.9541,0.8726
631,0.7267,0.7961,0.8902,0.8935,0.8836
632,0.7482,0.7328,0.8717,0.8636,0.8702
633,0.7394,0.7608,0.8701,0.8781,0.8839
634,0.6962,0.7590,0.9409,0.8958,0.8683
635,0.7185,0.6798,0.8909,0.8776,0.8673
636,0.6505,0.6758,0.8827,0.9096,0.8853
637,0.6787,0.6836,0.8703,0.8928,0.8626
638,0.6534,0.6891,0.8432,0.8837,0.9056
639,0.6889,0.7363,0.8473,0.8300,0.9143
640,0.7182,0.7003,0.8658,0.8368,0.8890
641,0.6953,0.6567,0.9166,0.8950,0.9130
642,0.7275,0.6087,0.8938,0.9135,0.9138
643,0.6629,0.6636,0.9477,0.9166,0.9470
644,0.6663,0.7043,0.8916,0.9261,0.9100
645,0.7002,0.7037,0.9048,0.9147,0.8891
646,0.7209,0.6765,0.8772,0.9015,0.9022
647,0.6977,0.6795,0.8937,0.9037,0.9369
648,0.7276,0.7812,0.9602,0.9242,0.9366
649,0.7521,0.7620,0.9345,0.9766,0.8735
650,0.7014,0.7613,0.9336,0.9765,0.9099
651,0.6974,0.6848,0.9344,0.9832,0.8857
652,0.7045,0.7031,0.9229,0.9259,0.8740
653,0.7095,0.7268,0.9828,0.9028,0.8930
654,0.7344,0.7019,0.9626,0.9259,0.8607
655,0.7130,0.6944,0.9443,0.9114,0.8217
656,0.7646,0.7126,0.9109,0.9199,0.8793
657,0.7371,0.7013,0.8806,0.9278,0.8706
658,0.6911,0.7388,0.9201,0.9245,0.8738
659,0.6855,0.6862,0.9650,0.9586,0.8742
660,0.6972,0.6926,0.9959,0.8990,0.8890
661,0.6585,0.7131,0.9822,0.9447,0.8693
662,0.6575,0.7137,0.9400,0.9205,0.9037
663,0.6256,0.6744,0.8993,0.9094,0.8484
664,0.6656,0.7105,0.9031,0.9423,0.8824
665,0.6673,0.6609,0.9198,0.9239,0.8891
666,0.5950,0.6399,0.9107,0.9696,0.8826
667,0.6530,0.6528,0.8783,0.9772,0.9037
668,0.6244,0.6805,0.8689,0.9654,0.9174
669,0.7301,0.6564,0.8968,0.9788,0.8116
670,0.7006,0.6117,0.9068,0.9669,0.7992
671,0.6812,0.6455,0.9415,0.9464,0.8127
672,0.6907,0.5984,0.9722,0.8908,0.8389
673,0.6123,0.6310,1.0000,0.8997,0.8486
674,0.6465,0.6594,0.9787,0.8958,0.8888
675,0.6817,0.7226,0.9829,0.9213,0.9321
676,0.7160,0.7367,0.9306,0.9274,0.9558
677,0.7218,0.7113,0.9323,0.9196,0.8983
678,0.7200,0.7153,0.9221,0.9122,0.9084
679,0.6650,0.7422,0.9165,0.9328,0.8947
680,0.6892,0.7438,0.9235,0.9068,0.9146
681,0.6902,0.7302,0.8866,0.8895,0.8868
682,0.6781,0.7661,0.8417,0.9440,0.8493
683,0.6486,0.7160,0.8435,0.9566,0.8508
684,0.6760,0.6620,0.8548,0.9894,0.9589
685,0.6706,0.6045,0.8701,0.9718,0.9882
686,0.6144,0.6737,0.8611,0.9413,0.9802
687,0.6260,0.6520,0.8510,0.9294,0.9538
688,0.6167,0.6517,0.8688,0.9210,0.9165
689,0.6644,0.6664,0.8983,0.8941,0.8643
690,0.6668,0.6488,0.8932,0.8775,0.8457
691,0.6654,0.6999,0.8389,0.8870,0.8540
692,0.6834,0.7383,0.8316,0.9525,0.9052
693,0.7429,0.7503,0.8174,0.9379,0.9098
694,0.7469,0.7372,0.8502,0.9759,0.8908
695,0.7102,0.7092,0.9098,0.9132,0.8863
696,0.6560,0.6705,0.8903,0.8861,0.9202
697,0.7101,0.6847,0.8902,0.8731,0.9192
698,0.6261,0.6694,0.8435,0.8957,0.9114
699,0.6418,0.6946,0.9106,0.8614,0.9339
700,0.7331,0.6629,0.9179,0.8825,0.9437
701,0.6665,0.6235,0.8736,0.9082,0.9182
702,0.6367,0.6717,0.9464,0.8779,0.9185
703,0.6574,0.6726,0.9180,0.8729,0.9153
704,0.6400,0.6994,0.8867,0.8945,0.9090
705,0.6495,0.7318,0.9120,0.8556,0.8703
706,0.6749,0.7097,0.9027,0.8764,0.9139
707,0.6994,0.6467,0.9172,0.8833,0.9307
708,0.7365,0.7233,0.9708,0.9091,0.9204
709,0.6757,0.7770,1.0000,0.8967,0.8629
710,0.7233,0.7721,0.9841,0.8882,0.9090
711,0.7630,0.7479,0.9489,0.8816,0.8659
712,0.7772,0.7169,0.8928,0.8774,0.8642
713,0.7223,0.7273,0.8381,0.8945,0.8669
714,0.6779,0.7431,0.8834,0.9151,0.8734
715,0.6927,0.7311,0.8854,0.8971,0.8646
716,0.7158,0.6980,0.8719,0.8919,0.8757
717,0.7515,0.7317,0.8902,0.8828,0.9123
718,0.7240,0.7029,0.8799,0.9199,0.9006
719,0.7396,0.7357,0.9007,0.9032,0.9056
720,0.7498,0.7176,0.9007,0.9243,0.9103
721,0.7169,0.7692,0.8615,0.8786,0.9251
722,0.6985,0.7178,0.8503,0.8825,0.9282
723,0.6456,0.7703,0.8833,0.9222,0.9271
724,0.6222,0.7516,0.8684,0.8851,0.8997
725,0.6185,0.7426,0.8555,0.9281,0.8932
726,0.6540,0.7107,0.9138,0.9312,0.8924
727,0.7397,0.6834,0.9123,0.8947,0.9060
728,0.7470,0.6525,0.9324,0.8776,0.8904
729,0.6951,0.6352,0.9571,0.8810,0.8550
730,0.6803,0.6646,0.9552,0.9089,0.8942
731,0.7197,0.7279,0.9168,0.8277,0.8818
732,0.6885,0.7535,0.9251,0.8617,0.8922
733,0.7410,0.7397,0.9876,0.8872,0.9232
734,0.7547,0.7233,0.9479,0.8886,0.9605
735,0.7342,0.7810,0.9644,0.9058,0.9427
736,0.6628,0.7731,0.9756,0.9281,0.9207
737,0.7047,0.7408,0.9334,0.9672,0.8748
738,0.7251,0.7577,0.8767,0.9335,0.8695
739,0.7353,0.7540,0.8799,0.9205,0.9301
740,0.8166,0.7636,0.8479,0.9201,0.9021
741,0.7595,0.8049,0.7828,0.9087,0.9117
742,0.7970,0.7468,0.7962,0.9229,0.9279
743,0.7692,0.6988,0.8287,0.9152,0.8933
744,0.7623,0.7202,0.8971,0.9115,0.8559
745,0.7589,0.7321,0.8661,0.8909,0.8422
746,0.7736,0.6913,0.8711,0.8263,0.8721
747,0.7334,0.7493,0.8984,0.8560,0.8747
748,0.8058,0.7545,0.8524,0.8623,0.8730
749,0.7454,0.7194,0.8630,0.8896,0.8779
750,0.7235,0.7094,0.8654,0.9118,0.9098
751,0.7797,0.6415,0.8252,0.8896,0.8736
752,0.8013,0.6649,0.8276,0.9438,0.9282
753,0.7669,0.6328,0.8091,0.9759,0.9197
754,0.7747,0.6363,0.8446,0.9598,0.9572
755,0.7222,0.6480,0.8560,0.9714,0.9179
756,0.6902,0.7232,0.8679,0.9624,0.9072
757,0.6803,0.7639,0.8724,0.9207,0.9437
758,0.7322,0.6772,0.8671,0.9540,0.9189
759,0.6548,0.6535,0.8800,0.9318,0.9369
760,0.6942,0.6755,0.8928,0.9312,0.9443
761,0.6823,0.6812,0.8739,0.9049,0.9643
762,0.7070,0.7260,0.8966,0.8345,0.9711
763,0.7249,0.6866,0.8552,0.8496,0.9075
764,0.7185,0.6837,0.8791,0.8754,0.9242
765,0.6892,0.6600,0.9240,0.8042,0.9464
766,0.6693,0.6745,0.9194,0.8342,0.9563
767,0.6657,0.6666,0.8716,0.8052,0.9239
768,0.6191,0.6992,0.8691,0.9056,0.8830
769,0.6401,0.6815,0.8750,0.9553,0.9199
770,0.6299,0.6622,0.8263,0.8734,0.8561
771,0.6300,0.7528,0.8616,0.8672,0.8932
772,0.6387,0.7866,0.9054,0.9054,0.9491
773,0.6773,0.8047,0.9352,0.9323,0.9159
774,0.7236,0.7605,0.8886,0.9211,0.8855
775,0.7642,0.7125,0.9063,0.9396,0.8688
776,0.7636,0.6422,0.9547,0.9375,0.9180
777,0.7365,0.6650,0.9211,0.9136,0.9054
778,0.6848,0.6942,0.9395,0.8818,0.8904
779,0.7695,0.6662,0.9057,0.8897,0.9046
780,0.8134,0.6879,0.9277,0.9009,0.9324
781,0.8180,0.6315,0.8914,0.9371,0.9487
782,0.8137,0.7481,0.8970,0.9714,0.9551
783,0.7766,0.7039,0.9215,0.9258,0.9779
784,0.7639,0.6721,0.9277,0.9314,0.9635
785,0.7804,0.6522,0.9191,0.9117,0.9765
786,0.6995,0.6968,0.9216,0.9138,0.9104
787,0.6792,0.7228,0.9292,0.9325,0.8659
788,0.6842,0.7234,0.8985,0.9006,0.8843
789,0.6236,0.8008,0.8458,0.8324,0.8799
790,0.5910,0.7894,0.8250,0.8675,0.8931
791,0.5933,0.7821,0.8433,0.8801,0.9008
792,0.6199,0.7852,0.9050,0.8868,0.8449
793,0.6880,0.7499,0.8564,0.9171,0.9045
794,0.6758,0.6843,0.8324,0.8996,0.9123
795,0.7439,0.6777,0.9003,0.9357,0.9147
796,0.7099,0.6243,0.9011,0.9504,0.8957
797,0.7035,0.6722,0.8757,0.9259,0.8482
798,0.6533,0.6892,0.8785,0.9609,0.8760
799,0.6492,0.6619,0.8675,0.9737,0.8814
800,0.5970,0.6576,0.8654,0.9225,0.9489
801,0.7328,0.6834,0.8827,0.9269,0.9348
802,0.6907,0.7072,0.8815,0.9186,0.9406
803,0.7047,0.7133,0.9023,0.9024,0.8997
804,0.6878,0.6580,0.8792,0.8513,0.8570
805,0.6826,0.6086,0.9022,0.8552,0.8517
806,0.6839,0.6159,0.8932,0.8505,0.8487
807,0.7192,0.6572,0.9384,0.8125,0.8475
808,0.7318,0.6544,0.9576,0.8160,0.8761
809,0.7328,0.6972,0.9637,0.8005,0.8534
810,0.7449,0.7534,0.9468,0.8447,0.8492
811,0.7473,0.7208,0.9194,0.8172,0.8949
812,0.6942,0.6648,0.8914,0.8621,0.8617
813,0.6872,0.7058,0.8736,0.8436,0.7896
814,0.7129,0.7951,0.9002,0.8323,0.7955
815,0.6902,0.7733,0.8918,0.8344,0.8203
816,0.7043,0.7348,0.9209,0.8399,0.8262
817,0.7401,0.7704,0.9186,0.8492,0.8901
818,0.7080,0.7714,0.8985,0.8484,0.9600
819,0.7402,0.7606,0.8956,0.8374,0.9230
820,0.7277,0.7413,0.8960,0.8261,0.9244
821,0.7240,0.7321,0.8929,0.8171,0.9001
822,0.7469,0.6947,0.8613,0.8196,0.8918
823,0.7562,0.7709,0.8652,0.8293,0.9453
824,0.6531,0.7326,0.8775,0.8316,0.9497
825,0.6024,0.6189,0.8661,0.8510,0.8789
826,0.6418,0.6338,0.8766,0.8925,0.8503
827,0.6500,0.6646,0.8915,0.9010,0.8994
828,0.6077,0.7276,0.9100,0.9160,0.8938
829,0.6062,0.7067,0.9076,0.8387,0.9135
830,0.5705,0.6616,0.8809,0.8604,0.9162
831,0.5958,0.7107,0.8605,0.8741,0.9122
832,0.6609,0.6833,0.9005,0.9123,0.9138
833,0.6457,0.7061,0.9165,0.9719,0.8849
834,0.6660,0.6697,0.8831,0.9731,0.9086
835,0.6701,0.6453,0.8740,0.9822,0.9043
836,0.7301,0.6431,0.9204,0.9688,0.9104
837,0.7657,0.6139,0.8907,0.9930,0.9086
838,0.6981,0.5786,0.9821,0.9692,0.9580
839,0.6922,0.5855,0.9732,0.9400,0.9372
840,0.6644,0.6126,0.9608,0.9346,0.9113
841,0.6523,0.7147,0.9702,0.8989,0.8753
842,0.6890,0.7199,0.9335,0.8166,0.8593
843,0.6979,0.7183,0.9543,0.8149,0.9208
844,0.7241,0.7197,0.9598,0.8743,0.9116
845,0.6424,0.7299,0.9547,0.8932,0.8436
846,0.6862,0.7225,0.9531,0.9309,0.8671
847,0.7035,0.7544,0.9927,0.9222,0.8879
848,0.7563,0.7531,0.9985,0.8899,0.9010
849,0.7234,0.7364,0.9519,0.8964,0.9041
850,0.7541,0.6974,0.9209,0.8790,0.8772
851,0.7518,0.7134,0.9427,0.8709,0.8622
852,0.7447,0.7498,0.9328,0.9148,0.8579
853,0.7185,0.7645,0.9303,0.9475,0.8619
854,0.7113,0.7337,0.9159,0.9203,0.9011
855,0.6761,0.7267,0.8998,0.9166,0.8979
856,0.6682,0.7786,0.9166,0.9205,0.8903
857,0.6555,0.7953,0.9165,0.9300,0.8874
858,0.6559,0.7926,0.8773,0.9387,0.8640
859,0.6596,0.7508,0.8674,0.9364,0.8627
860,0.6634,0.7550,0.9067,0.9547,0.8750
861,0.6713,0.8018,0.8960,0.9478,0.8635
862,0.6771,0.7833,0.8939,0.9005,0.8749
863,0.6858,0.6771,0.9314,0.9318,0.8598
864,0.6879,0.7472,0.9327,0.9031,0.8881
865,0.6816,0.7684,0.9240,0.8777,0.9281
866,0.7000,0.7276,0.8736,0.8946,0.9739
867,0.7404,0.7164,0.8945,0.9002,0.9740
868,0.7203,0.7050,0.8675,0.9369,0.9535
869,0.6979,0.6904,0.8932,0.8909,0.9364
870,0.7109,0.6899,0.8413,0.9133,0.9135
871,0.7121,0.7181,0.8252,0.8680,0.9753
872,0.6772,0.7687,0.8548,0.8953,0.9673
873,0.6572,0.7314,0.9038,0.8412,0.9172
874,0.6469,0.7542,0.8413,0.9468,0.9330
875,0.6241,0.7144,0.8665,0.9220,0.9291
876,0.6556,0.7507,0.8863,0.9221,0.9614
877,0.6910,0.7516,0.9218,0.9177,0.9183
878,0.6659,0.7387,0.9353,0.8854,0.9782
879,0.6281,0.7212,0.9079,0.8931,0.9490
880,0.6499,0.7544,0.8744,0.8904,0.9487
881,0.6620,0.6971,0.8546,0.8803,0.9408
882,0.7472,0.7356,0.8103,0.9074,0.9421
883,0.7590,0.7090,0.8042,0.8613,0.9431
884,0.7083,0.7335,0.8846,0.9079,0.9635
885,0.6747,0.7314,0.9570,0.9005,0.9753
886,0.6909,0.6868,0.9153,0.8759,0.9312
887,0.6911,0.6783,0.9046,0.9157,0.9772
888,0.6894,0.6533,0.9416,0.9422,0.9458
889,0.6940,0.6182,0.9128,0.8966,0.9584
890,0.7211,0.6488,0.9723,0.9038,0.9510
891,0.7782,0.6036,0.9898,0.8886,0.9517
892,0.8052,0.5996,0.9691,0.9164,0.9480
893,0.7480,0.6351,0.9571,0.8867,0.9108
894,0.7195,0.6155,0.9773,0.8662,0.9000
895,0.6367,0.6751,0.9555,0.8679,0.9145
896,0.6578,0.7500,0.8951,0.8764,0.9519
897,0.6497,0.7921,0.8900,0.9081,0.9560
898,0.6602,0.7878,0.9328,0.8633,0.9307
899,0.6416,0.7631,0.9159,0.8360,0.9262
900,0.6268,0.7531,0.9288,0.8564,0.9442
901,0.5917,0.7969,0.9140,0.8912,0.9500
902,0.6052,0.7326,0.9442,0.9056,0.9087
903,0.6452,0.6658,0.9406,0.9393,0.9219
904,0.6349,0.6659,0.9627,0.9375,0.8995
905,0.6711,0.6816,0.9434,0.9270,0.9234
906,0.6545,0.7200,0.9568,0.9291,0.8914
907,0.6646,0.7471,0.9242,0.9325,0.9013
908,0.7177,0.7876,0.9354,0.8707,0.9094
909,0.6975,0.7691,0.9487,0.8698,0.9181
910,0.7055,0.7515,0.9726,0.9054,0.8973
911,0.7130,0.7451,0.9460,0.9055,0.8886
912,0.7192,0.6975,0.9296,0.8604,0.9128
913,0.7326,0.7443,0.8806,0.8987,0.9171
914,0.7336,0.7238,0.9186,0.8230,0.9116
915,0.6919,0.7082,0.8726,0.8142,0.9386
916,0.6799,0.7145,0.8065,0.8339,0.9201
917,0.7035,0.6848,0.8344,0.8465,0.9068
918,0.7262,0.6804,0.8367,0.8515,0.9298
919,0.6957,0.7018,0.8830,0.8439,0.9670
920,0.7290,0.7491,0.9153,0.8521,0.8967
921,0.7067,0.7472,0.8531,0.8116,0.9139
922,0.7163,0.7970,0.8930,0.7943,0.9508
923,0.7192,0.7675,0.8647,0.8168,0.9305
924,0.6845,0.6948,0.8840,0.8961,0.9184
925,0.6788,0.6471,0.9444,0.8989,0.9127
926,0.6154,0.6748,0.9250,0.9444,0.9246
927,0.6211,0.6713,0.9376,0.9400,0.8838
928,0.6797,0.7140,0.9344,0.9476,0.8794
929,0.6207,0.7177,0.9144,0.9146,0.8439
930,0.6094,0.7171,0.9052,0.9286,0.8229
931,0.6141,0.6773,0.8766,0.9502,0.8937
932,0.5621,0.6037,0.8739,0.9787,0.8699
933,0.5257,0.6100,0.9157,0.9455,0.8762
934,0.6331,0.5914,0.9269,0.8781,0.8728
935,0.6676,0.5638,0.9321,0.9002,0.9005
936,0.7081,0.5997,0.9757,0.9471,0.9055
937,0.7180,0.6497,0.9934,0.9175,0.8936
938,0.7333,0.6750,0.9683,0.9016,0.8303
939,0.7153,0.6933,0.9096,0.8935,0.8465
940,0.7466,0.6674,0.8907,0.8649,0.8756
941,0.7841,0.6320,0.8470,0.8202,0.8682
942,0.7428,0.6129,0.8554,0.8955,0.8841
943,0.7251,0.6671,0.9142,0.9025,0.8490
944,0.7002,0.6681,0.8747,0.8815,0.8460
945,0.6973,0.7366,0.8974,0.9159,0.8847
946,0.7226,0.7636,0.8755,0.8906,0.8639
947,0.7116,0.8102,0.8754,0.9087,0.8483
948,0.6508,0.7863,0.9064,0.9105,0.8520
949,0.6940,0.7743,0.8549,0.9099,0.8759
950,0.6699,0.7120,0.8869,0.8757,0.8522
951,0.6901,0.7102,0.8893,0.8820,0.8990
952,0.7091,0.7364,0.8849,0.9071,0.8542
953,0.6928,0.8142,0.8773,0.9306,0.8991
954,0.6639,0.7694,0.8904,0.9083,0.8760
955,0.6560,0.7171,0.9183,0.9111,0.8894
956,0.7190,0.7491,0.9068,0.8939,0.8323
957,0.6831,0.7069,0.9180,0.8762,0.8924
958,0.6502,0.6903,0.9539,0.8698,0.9022
959,0.6676,0.7570,0.9346,0.8810,0.9054
960,0.6677,0.7305,0.8859,0.9166,0.9075
961,0.6612,0.7526,0.9116,0.9253,0.8911
962,0.6397,0.7891,0.9614,0.8740,0.9381
963,0.6524,0.7495,0.9531,0.8775,0.9256
964,0.6576,0.7310,0.9280,0.9104,0.9574
965,0.7116,0.7195,0.9086,0.8800,0.9314
966,0.6795,0.7220,0.8894,0.8108,0.9062
967,0.6678,0.6841,0.8786,0.8433,0.8714
968,0.7178,0.6742,0.8675,0.8917,0.8787
969,0.6966,0.5851,0.9060,0.9101,0.9570
970,0.6733,0.5746,0.9166,0.9498,0.9682
971,0.6941,0.6193,0.8628,0.9445,0.9395
972,0.7007,0.6661,0.8863,0.9112,0.9426
973,0.6902,0.6989,0.8540,0.8966,0.9447
974,0.6949,0.7543,0.8726,0.8914,0.9631
975,0.7119,0.7768,0.8913,0.9061,0.9785
976,0.7146,0.7452,0.9184,0.8732,0.9715
977,0.7306,0.7613,0.9348,0.8624,1.0000
978,0.7175,0.7088,0.9415,0.9041,0.9712
979,0.6793,0.6767,0.9578,0.8463,0.9112
980,0.7028,0.6899,0.9564,0.8207,0.9526
981,0.6931,0.6599,0.9417,0.7746,0.9370
982,0.6848,0.6115,0.9105,0.7477,0.9226
983,0.7130,0.6433,0.8936,0.8336,0.8822
984,0.7655,0.6888,0.8795,0.8268,0.8753
985,0.6949,0.7274,0.8813,0.8623,0.8367
986,0.6855,0.7687,0.9213,0.9021,0.8755
987,0.6862,0.7851,0.9318,0.9376,0.8780
988,0.6929,0.7492,0.9014,0.9223,0.9350
989,0.6884,0.7351,0.9102,0.9311,0.9772
990,0.6880,0.7160,0.9274,0.9232,0.9532
991,0.7029,0.7082,0.9134,0.9155,0.9829
992,0.6958,0.7222,0.9218,0.8929,0.9257
993,0.6790,0.7031,0.8890,0.9093,0.9287
994,0.6649,0.6766,0.8876,0.9470,0.9412
995,0.7170,0.6834,0.8865,0.9368,0.8913
996,0.7793,0.7505,0.8700,0.9691,0.8932
997,0.7504,0.7734,0.9104,1.0000,0.9065
998,0.7286,0.7207,0.9302,0.9761,0.8866
999,0.7353,0.6921,0.9314,0.9786,0.8712
1000,0.7319,0.7251,0.8923,0.9494,0.8876
1001,0.7199,0.7245,0.9340,0.9508,0.9100
1002,0.6738,0.6918,0.9275,0.9090,0.8874
1003,0.6525,0.7254,0.9196,0.9182,0.9565
1004,0.6861,0.7110,0.9646,0.9126,0.9369
1005,0.6799,0.7129,0.9608,0.8781,0.8946
1006,0.7499,0.6957,0.9335,0.9034,0.8814
1007,0.8029,0.6540,0.9091,0.9108,0.9388
1008,0.7495,0.6436,0.8859,0.8450,0.9459
1009,0.7825,0.6706,0.8993,0.8612,0.9618
1010,0.7597,0.6604,0.9570,0.9035,0.9394
1011,0.7513,0.6477,0.9397,0.8714,0.9137
1012,0.7633,0.6168,0.9007,0.8759,0.9145
1013,0.7827,0.6378,0.8800,0.8340,0.8967
1014,0.7403,0.6552,0.8704,0.8321,0.9635
1015,0.8043,0.6349,0.9005,0.8682,0.9271
1016,0.7904,0.6512,0.9147,0.9181,0.9263
1017,0.7045,0.6656,0.9125,0.8898,0.9397
1018,0.6947,0.6809,0.9359,0.8787,0.8748
1019,0.7664,0.6907,0.9556,0.8815,0.8897
1020,0.7319,0.6697,0.9316,0.8861,0.9200
1021,0.8012,0.6844,0.9128,0.8870,0.9016
1022,0.7828,0.6861,0.9371,0.8910,0.8712
1023,0.7643,0.6949,0.9557,0.8694,0.8820
1024,0.7150,0.7204,0.9334,0.8632,0.8705
1025,0.7323,0.7455,0.8575,0.8945,0.8930
