HourOfYear,deploy_factor_Reg_MISO,deploy_factor_Spin_MISO,deploy_factor_Sup_MISO,deploy_factor_STR_MISO
631,0.6592,0.8847,0.9235,0.9991
632,0.6693,0.8721,0.8873,0.9244
633,0.6893,0.8232,0.9138,0.9640
634,0.7061,0.8606,0.8740,0.9583
635,0.7322,0.8323,0.8660,0.9772
636,0.7287,0.8452,0.8930,0.9491
637,0.7561,0.8419,0.8998,0.9718
638,0.7590,0.8533,0.8807,0.9483
639,0.7630,0.8943,0.9123,0.9069
640,0.7212,0.9052,0.9606,0.9093
641,0.6926,0.8802,0.9332,0.9146
642,0.6768,0.8085,0.9281,0.9151
643,0.7453,0.8297,0.9229,0.8914
644,0.7809,0.8611,0.9733,0.8774
645,0.7334,0.8515,0.9384,0.8609
646,0.7253,0.8851,0.8777,0.8731
647,0.6931,0.8897,0.8851,0.8994
648,0.6690,0.9263,0.8490,0.8739
649,0.7095,0.9406,0.8796,0.8993
650,0.6584,0.9294,0.8834,0.8608
651,0.6834,0.9174,0.8811,0.9193
652,0.6850,0.8583,0.8975,0.9107
653,0.7216,0.8216,0.9111,0.9009
654,0.7232,0.8105,0.9057,0.8983
655,0.7679,0.8451,0.9114,0.9030
656,0.7541,0.8766,0.9066,0.8827
657,0.7739,0.8687,0.9195,0.8817
658,0.7647,0.9054,0.8743,0.8639
659,0.7528,0.9508,0.8670,0.8278
660,0.7816,0.9572,0.8867,0.8805
661,0.7661,0.9529,0.9049,0.9153
662,0.7572,0.9204,0.9232,0.9041
663,0.7213,0.8785,0.9349,0.9070
664,0.7178,0.8587,0.9119,0.9125
665,0.6245,0.9132,0.9160,0.8570
666,0.6268,0.9051,0.9121,0.8261
667,0.6541,0.9358,0.9255,0.9334
668,0.6594,0.8609,0.9081,0.9503
669,0.6612,0.8502,0.8753,0.8940
670,0.6888,0.8329,0.9538,0.8609
671,0.7435,0.8448,0.9217,0.8701
672,0.7205,0.8860,0.9015,0.8702
673,0.7448,0.9264,0.8714,0.9013
674,0.7342,0.9069,0.8671,0.9687
675,0.7441,0.9329,0.8503,0.9834
676,0.8013,0.9246,0.8503,0.9245
677,0.8098,0.9060,0.8531,0.9312
678,0.8273,0.9245,0.8557,0.9002
679,0.7855,0.9021,0.8325,0.9087
680,0.7636,0.9059,0.8590,0.9050
681,0.7135,0.8755,0.8795,0.9184
682,0.6903,0.8404,0.8964,0.9165
683,0.6992,0.8533,0.9034,0.8916
684,0.6762,0.8416,0.9026,0.9036
685,0.6893,0.8961,0.9007,0.9406
686,0.6765,0.9347,0.9262,0.9513
687,0.6866,0.8946,0.9688,0.9121
688,0.7119,0.8937,0.9432,0.9346
689,0.7290,0.9409,0.9578,0.8815
690,0.7365,0.9400,0.9416,0.8818
691,0.7726,0.9268,0.9483,0.8901
692,0.6946,0.9052,0.9557,0.8929
693,0.6948,0.9118,0.9258,0.8499
694,0.7219,0.9242,0.8963,0.7968
695,0.6487,0.9124,0.9103,0.8429
696,0.7177,0.9537,0.9029,0.8302
697,0.7037,0.9619,0.8622,0.8204
698,0.6803,0.9777,0.8325,0.8315
699,0.7103,0.9691,0.8789,0.8312
700,0.6822,0.9516,0.8713,0.8659
701,0.7312,0.9581,0.8983,0.9379
702,0.7249,0.9651,0.8699,0.9123
703,0.7667,0.9305,0.8480,0.8729
704,0.7929,0.9142,0.8615,0.8471
705,0.7763,0.8973,0.8492,0.9052
706,0.7367,0.9422,0.8614,0.8786
707,0.7865,0.9690,0.8698,0.8844
708,0.7167,0.9657,0.9356,0.9035
709,0.7017,1.0000,0.9334,0.9060
710,0.7302,0.9602,0.8967,0.8781
711,0.6746,0.9610,0.9052,0.9001
712,0.6396,0.9150,0.9001,0.9363
713,0.6469,0.8798,0.8702,0.9069
714,0.6680,0.8508,0.9278,0.9296
715,0.6122,0.8140,0.9320,0.9173
716,0.6694,0.8340,0.9009,0.8769
717,0.6712,0.8496,0.9479,0.8876
718,0.7012,0.9006,0.9290,0.8864
719,0.6760,0.9002,0.9562,0.9255
720,0.6686,0.8991,0.9832,0.8920
721,0.6856,0.9486,0.9363,0.8818
722,0.6941,0.9635,0.9635,0.8788
723,0.7179,0.9452,0.9273,0.9226
724,0.7380,0.9058,0.9298,0.9241
725,0.6909,0.8683,0.9052,0.8590
726,0.6993,0.8697,0.9323,0.8499
727,0.6939,0.9296,0.9343,0.8351
728,0.7085,0.8895,0.9006,0.8496
729,0.6959,0.8357,0.9149,0.8653
730,0.6986,0.8113,0.9217,0.8817
731,0.7638,0.8314,0.9086,0.8860
732,0.7103,0.8608,0.8972,0.9076
733,0.6930,0.9080,0.8931,0.9357
734,0.6166,0.9397,0.9021,0.8959
735,0.6172,0.9072,0.8658,0.9130
736,0.5987,0.8978,0.8860,0.8949
737,0.6862,0.9204,0.8790,0.8931
738,0.6783,0.9057,0.8695,0.9075
739,0.6697,0.8782,0.8590,0.8741
740,0.6980,0.8658,0.8536,0.8767
741,0.6627,0.9187,0.8344,0.8750
742,0.6966,0.8927,0.8189,0.9145
743,0.7219,0.8651,0.8585,0.8721
744,0.7693,0.8853,0.8843,0.8649
745,0.7721,0.8961,0.8999,0.8762
746,0.6948,0.8473,0.8867,0.8934
747,0.7339,0.8832,0.8900,0.8860
748,0.8323,0.8801,0.8429,0.9245
749,0.8019,0.9340,0.8537,0.8928
750,0.7793,0.9085,0.8448,0.8978
751,0.7454,0.9127,0.8408,0.8400
752,0.6808,0.9315,0.8315,0.8532
753,0.6973,0.9424,0.8986,0.8400
754,0.6796,0.9123,0.9502,0.8472
755,0.6953,0.8790,0.9212,0.8398
756,0.7085,0.8989,0.9171,0.8663
757,0.7699,0.8963,0.8835,0.8717
758,0.7409,0.9321,0.8710,0.8948
759,0.6904,0.9341,0.9207,0.9288
760,0.7020,0.9397,0.9137,0.9826
761,0.6983,0.9009,0.8557,0.9462
762,0.7611,0.9272,0.8754,0.8356
763,0.7752,0.9517,0.8793,0.8658
764,0.7541,0.9423,0.8363,0.8953
765,0.7761,0.9231,0.9018,0.8823
766,0.7964,0.9241,0.8633,0.8425
767,0.7436,0.8905,0.9143,0.8470
768,0.7489,0.8274,0.9068,0.8400
769,0.8120,0.7679,0.9316,0.8473
770,0.7376,0.7692,0.9026,0.9004
771,0.7042,0.7966,0.9002,0.9326
772,0.6965,0.8671,0.9168,0.8949
773,0.7145,0.8782,0.9400,0.8928
774,0.7221,0.9022,0.9180,0.9340
775,0.7242,0.8991,0.9352,0.9316
776,0.7122,0.8802,0.8997,0.9855
777,0.7199,0.8751,0.8500,0.9121
778,0.7627,0.8615,0.9170,0.9088
779,0.8057,0.8414,0.8925,0.9575
780,0.8184,0.8782,0.8963,0.9458
781,0.8325,0.8770,0.9040,0.9063
782,0.8060,0.8583,0.8778,0.9116
783,0.8697,0.8753,0.9066,0.9369
784,0.7839,0.9084,0.8740,0.9645
785,0.7738,0.8814,0.8357,0.9850
786,0.7826,0.9148,0.8583,0.9470
787,0.7667,0.9148,0.8433,0.9388
788,0.7890,0.9376,0.8545,0.9254
789,0.7640,0.9653,0.8591,0.9682
790,0.7928,0.9104,0.8669,0.9770
791,0.7764,0.8625,0.9019,0.9348
792,0.7467,0.8544,0.9136,0.9453
793,0.7195,0.8566,0.8625,0.9301
794,0.7248,0.8764,0.8822,0.9383
795,0.6996,0.8923,0.8904,0.8836
796,0.6045,0.9538,0.8669,0.8571
797,0.5632,0.8774,0.8555,0.9219
798,0.5772,0.8891,0.9261,0.8814
799,0.5931,0.9190,0.9447,0.8795
800,0.6587,0.8819,0.9194,0.8822
801,0.6797,0.8744,0.8855,0.8226
802,0.6887,0.9162,0.9010,0.8001
803,0.6667,0.8679,0.9008,0.7689
804,0.7694,0.8910,0.9146,0.8092
805,0.7546,0.9329,0.8628,0.8340
806,0.7739,0.8637,0.8223,0.8021
807,0.7583,0.8581,0.7920,0.8369
808,0.7650,0.9169,0.8526,0.8419
809,0.7032,0.9268,0.9374,0.8804
810,0.7155,0.9263,0.9330,0.9171
811,0.7154,0.9461,0.9026,0.8917
812,0.7159,0.9021,0.8906,0.9212
813,0.7489,0.8896,0.9392,0.9085
814,0.6852,0.8871,0.9471,0.8976
815,0.6728,0.8976,0.9227,0.9115
816,0.6100,0.8842,0.9675,0.8952
817,0.6212,0.8343,0.9049,0.9007
818,0.6753,0.8657,0.9247,0.8954
819,0.7138,0.8529,0.8917,0.8954
820,0.7034,0.8722,0.9071,0.9858
821,0.7096,0.8817,0.8978,0.9569
822,0.6953,0.8682,0.8753,0.9151
823,0.6978,0.8532,0.8622,0.8435
824,0.7354,0.9268,0.8971,0.8703
825,0.7847,0.9648,0.8597,0.8366
826,0.7898,0.9458,0.8799,0.8346
827,0.7676,0.9607,0.8808,0.8458
828,0.8110,0.9606,0.8823,0.8770
829,0.8059,0.9652,0.8940,0.8632
830,0.7735,0.9505,0.8874,0.8529
831,0.7527,0.9604,0.9089,0.8466
832,0.7268,0.9729,0.8570,0.8953
833,0.7455,0.9781,0.8424,0.9035
834,0.7460,0.9009,0.8613,0.9431
835,0.7429,0.9021,0.8302,0.9492
836,0.7141,0.9568,0.8537,0.9797
837,0.7769,0.9614,0.8867,0.9459
838,0.7553,0.9125,0.8747,0.9447
839,0.7815,0.8615,0.9102,0.9912
840,0.7300,0.8754,0.8869,0.9887
841,0.7412,0.8223,0.8926,0.9505
842,0.7113,0.8551,0.8741,1.0000
843,0.7269,0.8666,0.9152,0.9830
844,0.6942,0.8547,0.9280,0.9500
845,0.6562,0.9043,0.8977,0.9399
846,0.6340,0.8963,0.9229,0.9813
847,0.5962,0.8742,0.8854,0.9461
848,0.5952,0.9141,0.9037,0.8960
849,0.6454,0.9180,0.8912,0.8616
850,0.6323,0.9007,0.8810,0.9520
851,0.6259,0.8591,0.8728,0.9028
852,0.6533,0.8667,0.8691,0.8769
853,0.6001,0.8497,0.9129,0.8621
854,0.6449,0.8847,0.8814,0.8409
855,0.6549,0.8471,0.8689,0.9077
856,0.6792,0.8950,0.9109,0.8791
857,0.6805,0.9304,0.9336,0.8708
858,0.6756,0.9168,0.9456,0.8822
859,0.7114,0.9344,0.9844,0.9001
860,0.7080,0.9549,0.9738,0.9157
861,0.7266,0.9182,0.9569,0.8911
862,0.7541,0.9280,0.9147,0.9065
863,0.7023,0.9425,0.9172,0.9308
864,0.6786,0.9099,0.9615,0.9008
865,0.6557,0.9366,0.9517,0.8763
866,0.6540,0.9421,0.9481,0.8081
867,0.6697,0.9597,0.9285,0.8116
868,0.6468,0.9620,0.8947,0.8534
869,0.6317,0.9802,0.8817,0.8237
870,0.6351,0.9667,0.9034,0.8180
871,0.6797,0.9337,0.9449,0.8284
872,0.6669,0.9184,0.9814,0.8272
873,0.6774,0.9004,0.9635,0.8390
874,0.6725,0.8894,0.9851,0.8772
875,0.6749,0.9185,0.9616,0.9086
876,0.6583,0.9115,0.9574,0.8713
877,0.5862,0.9132,0.9595,0.8899
878,0.5901,0.8534,0.9504,0.8862
879,0.6220,0.8739,0.9637,0.9078
880,0.6415,0.8874,0.9721,0.9465
881,0.6777,0.8964,0.9649,0.8884
882,0.6335,0.8463,0.8984,0.8707
883,0.6607,0.8470,0.9015,0.8423
884,0.6511,0.8178,0.8683,0.8812
885,0.6363,0.8231,0.8746,0.8811
886,0.6679,0.8406,0.8497,0.8352
887,0.7014,0.8598,0.8711,0.8222
888,0.7393,0.8623,0.8909,0.7744
889,0.7490,0.8649,0.8788,0.7831
890,0.7347,0.8672,0.9286,0.7452
891,0.6780,0.8409,0.9539,0.7757
892,0.7243,0.8390,0.9632,0.7909
893,0.7264,0.8785,0.9331,0.8117
894,0.6898,0.9210,0.9527,0.8473
895,0.6992,0.9122,0.9642,0.8356
896,0.6506,0.9220,0.8998,0.8462
897,0.7066,0.9053,0.8882,0.8823
898,0.6919,0.8867,0.9267,0.8830
899,0.6569,0.8721,0.9501,0.9039
900,0.7095,0.9426,0.9484,0.9142
901,0.6634,0.9029,0.9144,0.9445
902,0.6706,0.9193,0.9359,0.8932
903,0.6816,0.8792,0.9522,0.8485
904,0.6421,0.9496,0.9771,0.8389
905,0.6416,0.9629,0.9352,0.8194
906,0.5915,0.9512,0.9753,0.8707
907,0.6012,0.9846,0.9782,0.8723
908,0.5609,0.9671,0.9770,0.8974
909,0.6215,0.9710,0.9450,0.9004
910,0.6180,0.9856,0.9459,0.8562
911,0.5960,0.9566,0.9005,0.8448
912,0.6260,0.9403,0.9167,0.8665
913,0.5839,0.9321,0.9271,0.8526
914,0.5850,0.8934,0.8945,0.8535
915,0.6348,0.8856,0.8842,0.8559
916,0.6025,0.8762,0.8914,0.8538
917,0.6147,0.9091,0.9335,0.8724
918,0.6058,0.8738,0.9287,0.8760
919,0.5572,0.9037,0.9238,0.8645
920,0.5501,0.9132,0.9081,0.8698
921,0.5599,0.8675,0.9112,0.8424
922,0.5989,0.8966,0.8892,0.8616
923,0.6672,0.9162,0.8866,0.8518
924,0.6737,0.8969,0.9202,0.9176
925,0.6831,0.8965,0.9470,0.9293
926,0.7120,0.8709,0.9212,0.9241
927,0.7234,0.9281,0.8915,0.8995
928,0.6958,0.9166,0.9544,0.9049
929,0.6774,0.9118,0.8975,0.9209
930,0.7013,0.9139,0.9251,0.9313
931,0.7174,0.9250,0.9389,0.9150
932,0.7203,0.9297,0.9134,0.9349
933,0.6949,0.9240,0.8919,0.9331
934,0.7502,0.9077,0.8741,0.8813
935,0.7123,0.9153,0.9350,0.9019
936,0.7059,0.9282,0.9438,0.9662
937,0.7515,0.9388,0.9144,0.9483
938,0.7441,0.9441,0.9128,0.9825
939,0.7322,0.9373,0.8737,0.9560
940,0.7348,0.9500,0.8853,0.9513
941,0.7056,0.8999,0.8949,0.9335
942,0.7013,0.8586,0.8647,0.8952
943,0.7256,0.8181,0.8451,0.8734
944,0.7512,0.8504,0.8894,0.8675
945,0.7930,0.9216,0.8878,0.8165
946,0.7477,0.9474,0.9153,0.8646
947,0.7810,0.9269,0.9415,0.8848
948,0.7831,0.9229,0.8757,0.8518
949,0.8007,0.8935,0.8826,0.8399
950,0.7339,0.9307,0.9220,0.8745
951,0.7013,0.9239,0.9522,0.8859
952,0.7087,0.9083,0.9396,0.9151
953,0.7303,0.8920,0.8757,0.9095
954,0.7092,0.9032,0.9397,0.8811
955,0.6948,0.8643,0.9370,0.8925
956,0.6606,0.8545,0.9317,0.8842
957,0.6526,0.8944,0.9420,0.8655
958,0.6504,0.8371,0.9485,0.8376
959,0.6489,0.8144,0.9370,0.8234
960,0.6302,0.8675,0.8976,0.8083
961,0.7098,0.9110,0.9000,0.8077
962,0.7416,0.9402,0.8778,0.8360
963,0.7546,0.9284,0.8797,0.8391
964,0.7806,0.9269,0.8755,0.8827
965,0.7820,0.9440,0.8606,0.9096
966,0.8383,0.9196,0.9036,0.9439
967,0.7807,0.9083,0.9421,0.9485
968,0.6867,0.8703,0.9148,0.9805
969,0.6601,0.8505,0.9170,0.9394
970,0.6065,0.8747,0.9054,0.9248
971,0.5863,0.8781,0.8652,0.9110
972,0.5912,0.8677,0.8623,0.9070
973,0.6106,0.9132,0.8534,0.8856
974,0.6661,0.8872,0.8556,0.9108
975,0.7293,0.8789,0.8734,0.9193
976,0.7326,0.8857,0.8820,0.9632
977,0.6847,0.8859,0.8156,0.9265
978,0.6712,0.8832,0.8420,0.9301
979,0.6678,0.8553,0.8162,0.9432
980,0.6607,0.8807,0.8538,0.8991
981,0.6246,0.8844,0.8822,0.9098
982,0.6842,0.9001,0.7902,0.9466
983,0.6363,0.9030,0.8318,0.9265
984,0.6327,0.9561,0.8953,0.9184
985,0.6522,0.9717,0.8820,0.9072
986,0.6686,0.9204,0.8889,0.9014
987,0.6620,0.9784,0.8864,0.9075
988,0.6807,0.9444,0.9242,0.9260
989,0.6495,0.9157,0.9125,0.8629
990,0.6574,0.8963,0.9098,0.8828
991,0.6236,0.8838,0.8610,0.9095
992,0.6112,0.8701,0.8586,0.8840
993,0.6635,0.8912,0.8743,0.9098
994,0.6639,0.9116,0.8451,0.8679
995,0.6657,0.9034,0.8996,0.9287
996,0.6569,0.8846,0.8783,0.8810
997,0.6441,0.8935,0.8944,0.8453
998,0.6572,0.8931,0.8509,0.8592
999,0.7413,0.8473,0.7906,0.8834
1000,0.6850,0.8831,0.8259,0.8807
1001,0.6557,0.8812,0.8555,0.8516
1002,0.6341,0.9162,0.8974,0.7832
1003,0.5745,0.8788,0.9171,0.8070
1004,0.5984,0.8878,0.9288,0.7836
1005,0.6136,0.9152,0.9179,0.7945
1006,0.6117,0.9374,0.8887,0.8311
1007,0.6530,0.9192,0.9071,0.8054
1008,0.6483,0.8743,0.9012,0.8233
1009,0.6540,0.8869,0.8689,0.8710
1010,0.6696,0.8671,0.8713,0.8880
1011,0.6643,0.8571,0.8660,0.8890
1012,0.7288,0.8416,0.8478,0.9312
1013,0.7091,0.8939,0.8757,0.9276
1014,0.7288,0.8811,0.9066,0.9046
1015,0.7199,0.8890,0.8836,0.9388
1016,0.7146,0.8607,0.9189,0.9071
1017,0.7404,0.9000,0.9408,0.8401
1018,0.7210,0.9037,0.9293,0.8751
1019,0.7146,0.9388,0.9550,0.8578
1020,0.7196,0.9057,0.9688,0.8387
1021,0.6956,0.9039,0.9601,0.8633
1022,0.7130,0.8852,0.9155,0.8928
1023,0.7604,0.8737,0.9481,0.9002
1024,0.7185,0.9031,0.9527,0.8431
1025,0.6930,0.9053,0.9729,0.8352
1026,0.6598,0.8800,0.9809,0.9063
1027,0.7290,0.8388,0.9752,0.9127
1028,0.7427,0.8563,0.9746,0.8889
1029,0.6903,0.8603,0.9312,0.9141
1030,0.6426,0.9042,0.9720,0.8962
1031,0.6763,0.9383,0.9409,0.9209
1032,0.7593,0.9420,0.9076,0.9548
1033,0.7441,0.9455,0.8920,0.9411
1034,0.6850,0.9160,0.8830,0.9530
1035,0.6336,0.9210,0.9281,0.9375
1036,0.6364,0.9370,0.9183,0.9000
1037,0.6039,0.9198,0.9182,0.8901
1038,0.6168,0.9386,0.8760,0.9303
1039,0.6525,0.9203,0.8331,0.9317
1040,0.6719,0.9130,0.8806,0.9160
1041,0.6928,0.9299,0.8170,0.8902
1042,0.7028,0.8808,0.8543,0.8712
1043,0.7264,0.8737,0.8575,0.8662
1044,0.7121,0.9505,0.8302,0.8912
1045,0.7128,0.8921,0.9056,0.9146
1046,0.7533,0.9235,0.8882,0.8535
1047,0.7679,0.8981,0.9181,0.8434
1048,0.7108,0.8720,0.8976,0.8724
1049,0.6816,0.8676,0.8752,0.8719
1050,0.6431,0.8326,0.8956,0.9235
1051,0.6491,0.8299,0.8838,0.9253
1052,0.5507,0.8824,0.9220,0.9395
1053,0.6036,0.9265,0.9045,0.9093
1054,0.5934,0.8904,0.8965,0.8713
1055,0.5576,0.8870,0.8943,0.8620
1056,0.6609,0.9013,0.8943,0.9035
1057,0.6456,0.9220,0.8674,0.8985
1058,0.6001,0.9559,0.8381,0.9071
1059,0.6031,0.9288,0.8036,0.9313
1060,0.6771,0.9211,0.8077,0.9128
1061,0.5706,0.8794,0.8859,0.9167
1062,0.6325,0.8708,0.9289,0.9115
1063,0.5885,0.8669,0.9229,0.8915
1064,0.6289,0.8567,0.8998,0.8639
1065,0.6073,0.8840,0.9290,0.8630
1066,0.6289,0.9481,0.8746,0.9064
1067,0.6279,0.9022,0.8629,0.9000
1068,0.6544,0.8958,0.8791,0.8696
1069,0.6836,0.8941,0.8706,0.8380
1070,0.7039,0.9393,0.8767,0.8594
1071,0.6787,0.9187,0.8893,0.8415
1072,0.6924,0.9163,0.9069,0.8802
1073,0.7249,0.9129,0.9130,0.9040
1074,0.7115,0.9373,0.8883,0.9086
1075,0.7145,0.9564,0.8407,0.9277
1076,0.6735,0.9266,0.8807,0.9247
1077,0.6889,0.9029,0.8848,0.9516
1078,0.6699,0.9200,0.9169,0.9539
1079,0.6696,0.9522,0.9149,0.9997
1080,0.6759,0.8910,0.8855,0.9485
1081,0.6878,0.8825,0.8855,0.9367
1082,0.6767,0.8873,0.8706,0.8944
1083,0.7371,0.8351,0.8890,0.9094
1084,0.6966,0.8383,0.8831,0.9190
1085,0.6442,0.8583,0.8733,0.9110
1086,0.6142,0.8428,0.9326,0.9133
1087,0.5992,0.8191,0.9108,0.8638
1088,0.6217,0.8505,0.9187,0.8291
1089,0.6990,0.8744,0.9504,0.8625
1090,0.7119,0.8612,0.9286,0.9118
1091,0.7003,0.8863,0.9147,0.8643
1092,0.6767,0.8213,0.8623,0.8968
1093,0.7205,0.8582,0.9145,0.9151
1094,0.6791,0.9089,0.9333,0.9412
1095,0.6306,0.9420,0.9747,0.9251
1096,0.6162,0.9308,0.9585,0.8856
1097,0.6166,0.9535,0.9610,0.9072
1098,0.6543,0.9332,0.9581,0.9006
1099,0.6909,0.9510,0.9493,0.8668
1100,0.7101,0.9071,0.9508,0.8785
1101,0.6331,0.9050,0.9289,0.8434
1102,0.6479,0.9479,0.8919,0.9079
1103,0.6607,0.9458,0.8806,0.8953
1104,0.6825,0.9557,0.8581,0.8689
1105,0.6354,0.9533,0.8339,0.8801
1106,0.6353,0.9322,0.8709,0.8591
1107,0.6343,0.9587,0.8079,0.8835
1108,0.6783,0.9172,0.8286,0.9250
1109,0.6837,0.8905,0.8524,0.9136
1110,0.6639,0.9046,0.8976,0.9767
1111,0.6104,0.9548,0.8889,0.9664
1112,0.5846,0.8892,0.9273,0.9325
1113,0.6288,0.8584,0.9385,0.9593
1114,0.5700,0.8748,0.9350,0.9173
1115,0.5330,0.8953,0.9306,0.9264
1116,0.5951,0.9073,0.8891,0.9289
1117,0.6393,0.9132,0.9309,0.9126
1118,0.6068,0.8936,0.9657,0.9517
1119,0.6177,0.8890,0.9873,0.9293
1120,0.6837,0.8956,0.9694,0.9200
1121,0.6882,0.9453,0.9545,0.9154
1122,0.7021,0.9707,0.9257,0.9212
1123,0.7507,1.0000,0.9291,0.8901
1124,0.7996,0.9797,0.8867,0.9133
1125,0.7776,0.9333,0.9183,0.9372
1126,0.8075,0.8987,0.8856,0.9350
1127,0.8124,0.9055,0.9053,0.9332
1128,0.7710,0.9191,0.9595,0.8924
1129,0.7673,0.9605,0.9728,0.9142
1130,0.6919,0.9151,0.9806,0.8707
1131,0.7124,0.8868,0.9720,0.9051
1132,0.6912,0.9207,0.9691,0.8912
1133,0.6656,0.8857,0.8969,0.8624
1134,0.7067,0.8913,0.9025,0.8962
1135,0.6703,0.9402,0.9165,0.8935
1136,0.6885,0.9537,0.8426,0.8740
1137,0.7213,0.9431,0.8629,0.8745
1138,0.7005,0.9450,0.8739,0.9187
1139,0.7055,0.8761,0.9162,0.8694
1140,0.6781,0.9290,0.8972,0.8979
1141,0.6513,0.8699,0.8713,0.9273
1142,0.6537,0.8636,0.8711,0.9203
1143,0.7688,0.8544,0.8921,0.9408
1144,0.8129,0.8694,0.9220,0.9297
1145,0.7695,0.8613,0.9104,0.9484
1146,0.7490,0.8489,0.8769,0.9688
1147,0.7238,0.8405,0.9032,0.9432
1148,0.6744,0.9454,0.8698,0.9388
1149,0.6547,0.9262,0.8253,0.9162
1150,0.6481,0.9240,0.8373,0.9260
1151,0.5765,0.9399,0.8805,0.9016
1152,0.5934,0.9314,0.8896,0.9269
1153,0.6405,0.8877,0.9057,0.9191
1154,0.7178,0.9163,0.9017,0.9433
1155,0.7311,0.9081,0.9228,0.9389
1156,0.6938,0.8866,0.9610,0.9126
1157,0.6618,0.8589,0.9206,0.9527
1158,0.6673,0.8678,0.9253,0.9336
1159,0.6756,0.9348,0.9082,0.9373
1160,0.6768,0.9184,0.8678,0.9026
1161,0.7206,0.8690,0.8539,0.8765
1162,0.7303,0.8739,0.8625,0.9236
1163,0.7394,0.9240,0.8855,0.9115
1164,0.7417,0.9372,0.9256,0.8796
1165,0.7094,0.9051,0.9503,0.9262
1166,0.6524,0.8627,0.9390,0.9469
1167,0.6585,0.9293,0.8959,0.8738
1168,0.6459,0.8967,0.9229,0.8902
1169,0.6792,0.8580,0.9059,0.8763
1170,0.6643,0.8716,0.9119,0.8634
1171,0.7109,0.8717,0.8928,0.8879
1172,0.7299,0.9030,0.8778,0.9067
1173,0.7788,0.9375,0.9273,0.9434
1174,0.8137,0.9129,0.9511,0.9318
1175,0.8129,0.8649,0.8483,0.9517
1176,0.7496,0.8808,0.8839,0.9132
1177,0.7238,0.8950,0.8706,0.8892
1178,0.6951,0.9682,0.9065,0.9294
1179,0.6999,0.9169,0.8347,0.9076
1180,0.7149,0.9522,0.8415,0.8979
1181,0.7011,0.9844,0.8567,0.9014
1182,0.7208,0.9201,0.8503,0.8986
1183,0.6942,0.8957,0.9001,0.9375
1184,0.6189,0.9022,0.8651,0.9522
1185,0.6442,0.8889,0.9137,0.9441
1186,0.6473,0.8988,0.9386,0.9071
1187,0.6632,0.9098,0.8990,0.8932
1188,0.6974,0.9132,0.8992,0.9054
1189,0.6903,0.9115,0.9295,0.9295
1190,0.6518,0.9174,0.9213,0.9163
1191,0.6428,0.8850,0.9367,0.8929
1192,0.7027,0.9114,0.9167,0.8593
1193,0.7167,0.9262,0.9184,0.8690
1194,0.7518,0.9471,0.9161,0.8325
1195,0.7242,0.9317,0.8600,0.8229
1196,0.7433,0.8740,0.8687,0.8465
1197,0.7659,0.9069,0.8816,0.9032
1198,0.7001,0.9398,0.9121,0.8806
1199,0.7099,0.8981,0.9002,0.8979
1200,0.7143,0.8570,0.8778,0.9074
1201,0.6720,0.8540,0.9058,0.9212
1202,0.6394,0.7956,0.9085,0.9097
1203,0.7209,0.8257,0.8911,0.8862
1204,0.7219,0.8653,0.9382,0.8820
1205,0.7592,0.8622,0.9305,0.8954
1206,0.7707,0.8608,0.9112,0.8826
1207,0.7567,0.8900,0.8905,0.8733
1208,0.7103,0.8862,0.8877,0.8735
1209,0.7297,0.8893,0.8620,0.8823
1210,0.7234,0.9340,0.8749,0.8497
1211,0.7237,0.9245,0.8611,0.8679
1212,0.7275,0.9345,0.8674,0.8912
1213,0.7332,0.9251,0.8821,0.8790
1214,0.7440,0.9232,0.9271,0.9062
1215,0.7040,0.8711,0.9621,0.8590
1216,0.7266,0.8066,0.9245,0.8512
1217,0.7451,0.8210,0.9307,0.8497
1218,0.7420,0.8735,0.9375,0.8276
1219,0.7528,0.8924,0.9334,0.8531
1220,0.7892,0.8890,0.9296,0.8630
1221,0.7976,0.9056,0.9806,0.8670
1222,0.7377,0.8912,0.9458,0.8016
1223,0.7114,0.9089,0.9040,0.8501
1224,0.7025,0.8833,0.9098,0.8779
1225,0.6823,0.8725,0.8883,0.9004
1226,0.6400,0.8481,0.8767,0.9379
1227,0.6847,0.8313,0.9093,0.8785
1228,0.6617,0.8371,0.9173,0.8392
1229,0.7111,0.8971,0.8941,0.8770
1230,0.6547,0.8975,0.9343,0.9684
1231,0.6907,0.8937,0.8961,0.9473
1232,0.7213,0.9355,0.9471,1.0000
1233,0.7243,0.8943,0.9491,0.9666
1234,0.7104,0.8735,0.9262,0.9417
1235,0.7077,0.8679,0.9343,0.8954
1236,0.7066,0.8839,0.8903,0.9116
1237,0.7205,0.9444,0.9118,0.9550
1238,0.7100,0.9927,0.9481,0.9660
1239,0.7067,0.9641,0.9242,0.9812
1240,0.7164,0.9171,0.9005,0.9075
1241,0.7136,0.8928,0.9100,0.8948
1242,0.6810,0.8802,0.8986,0.8866
1243,0.6590,0.9236,0.8872,0.8516
1244,0.6656,0.9408,0.8601,0.8790
1245,0.6156,0.9405,0.8745,0.8904
1246,0.6296,0.8871,0.8490,0.8814
1247,0.6509,0.9109,0.8234,0.8955
1248,0.6588,0.8456,0.8592,0.8666
1249,0.6832,0.8346,0.8437,0.9217
1250,0.6937,0.8397,0.8532,0.9254
1251,0.7235,0.8829,0.8850,0.9083
