HourOfYear,p_RegU_CAISO,loc_RegU_CAISO,p_RegD_CAISO,loc_RegD_CAISO,p_Spin_CAISO,loc_Spin_CAISO,p_NSpin_CAISO,loc_NSpin_CAISO,p_RMU_CAISO,loc_RMU_CAISO,p_RMD_CAISO,loc_RMD_CAISO
211,23.3558,-0.1312,25.6860,0.2393,37.5566,-0.0284,28.8079,-0.1133,8.7260,0.3757,6.5085,-0.0475
212,11.5926,-0.2437,9.8390,0.2236,19.1802,0.0059,11.0549,-0.0391,2.0750,-0.0173,1.3898,-0.2182
213,9.4686,0.0712,6.5467,-0.0829,4.2520,0.5305,8.5191,0.1577,3.0891,-0.1052,3.5096,-0.0424
214,12.3682,-0.5306,9.4523,-0.0894,3.0000,-0.0550,7.9736,0.0598,3.7273,-0.0450,1.1462,-0.0677
215,11.1921,0.2117,13.1228,-0.1284,6.2017,0.1804,9.8719,-0.1276,2.2094,-0.1587,2.5735,0.0782
216,9.1559,-0.2907,2.4471,-0.1412,8.1196,-0.0981,14.5003,-0.0662,1.6998,-0.0862,3.1961,0.5268
217,6.4585,-0.0783,6.3741,-0.4351,3.0000,0.1124,6.9862,-0.4010,2.7671,0.0736,1.5820,0.0582
218,5.9692,-0.5673,5.6845,-0.1932,7.5693,-0.0608,6.9320,0.3136,0.5077,-0.1046,2.3618,-0.1809
219,7.8055,0.4519,2.2165,-0.1849,4.1420,-0.1243,3.0000,0.4035,0.5000,0.0566,1.8919,-0.0543
220,8.0893,0.1646,4.4111,-0.0424,12.6160,0.1554,11.3218,0.0380,1.0524,0.0194,1.1573,0.2002
221,7.4430,0.0215,10.7138,0.3891,4.8578,0.0827,12.1316,0.2110,2.9514,-0.1810,1.5538,-0.3711
222,6.6153,-0.1720,4.1324,0.0906,3.0000,0.3682,3.0000,-0.1956,0.5000,0.0143,2.3953,-0.3653
223,4.9215,-0.2664,10.5918,0.2777,3.0000,-0.0963,5.2991,-0.1987,0.5437,-0.2483,3.0904,0.5291
224,7.1113,-0.0501,4.7989,-0.4778,3.0000,-0.0924,3.0000,-0.4057,2.8011,0.0757,0.6333,0.1757
225,4.8545,0.0756,6.6923,0.2775,10.3460,-0.1847,11.0207,-0.2173,2.3247,-0.2104,0.5000,0.2026
226,10.7738,-0.0575,11.1153,0.1563,10.1417,-0.0546,5.5583,-0.1913,1.1326,0.5120,0.7180,-0.0781
227,7.1276,0.1327,7.6968,0.1773,7.8334,0.0712,6.6527,-0.0732,1.6028,0.2291,3.0231,0.2989
228,12.6312,0.4639,8.4574,-0.0441,5.5281,0.0303,3.1811,0.2171,2.1614,0.2642,1.7124,0.2884
229,8.3608,-0.2683,6.7694,0.5298,9.5699,0.2559,6.9476,-0.1474,3.0461,-0.1021,2.9570,0.0678
230,10.3145,0.0591,8.6998,0.1460,6.3639,-0.0595,3.0000,-0.1143,0.9693,-0.5198,1.8001,-0.2172
231,4.5858,0.4353,11.1600,-0.2813,14.7475,-0.2888,15.3953,-0.1614,2.1386,0.4885,1.1356,-0.1567
232,13.8617,-0.0777,7.4249,-0.0906,3.5308,-0.1973,17.1312,0.1624,2.1456,-0.1591,3.0250,-0.1896
233,9.4515,-0.0348,6.3151,0.2508,12.6085,-0.2750,7.9881,-0.1064,2.9860,-0.0369,1.5053,-0.1215
234,14.2100,0.1153,8.1027,0.0725,7.5119,-0.1565,3.0000,0.4719,3.1964,-0.1340,3.2306,-0.3581
235,11.0833,0.1690,10.8656,0.0556,19.3249,0.1920,7.3825,0.1973,2.8886,-0.2164,2.7259,-0.0571
236,8.9256,0.2624,6.6260,0.2546,6.0725,-0.2669,6.1048,-0.0748,0.5449,-0.0918,1.4290,-0.2305
237,5.7289,0.0273,11.5531,0.0458,5.6138,-0.0798,6.3952,0.1776,0.9426,-0.2459,1.4357,0.0321
238,10.4870,-0.1987,9.1336,0.3837,3.0000,0.2446,5.2185,0.2244,0.9948,0.1336,0.8952,0.1084
239,9.0986,0.1402,5.1041,0.4476,6.9363,-0.2857,3.0000,-0.0177,0.5433,-0.0867,2.0585,0.1918
240,4.2820,-0.2417,9.8536,-0.1157,12.6201,0.0767,5.3495,-0.1496,1.4299,0.0319,1.9252,-0.3491
241,4.9822,0.0830,9.5420,0.3504,5.4210,-0.0749,5.7274,0.1159,3.5889,-0.2533,0.5000,0.1284
242,9.0543,0.0193,3.6016,-0.3119,9.0353,0.0467,3.0000,0.0738,1.8535,-0.1006,2.3109,-0.3999
243,5.1801,0.0132,8.5848,-0.0084,3.0000,-0.0795,11.2569,-0.0155,1.5935,-0.0290,0.5000,-0.2144
244,4.7834,-0.0206,5.6846,-0.0082,15.9655,-0.3101,11.7685,-0.0931,0.5005,-0.1431,1.7833,-0.0039
245,6.3387,0.2505,7.1853,0.1749,4.7520,-0.4593,8.0243,-0.2863,0.5000,0.3029,1.6246,-0.0327
246,6.5963,0.1545,12.5497,-0.0857,3.0000,-0.0162,8.4159,0.5321,3.2796,-0.4560,1.6290,0.2036
247,4.9877,0.1736,4.1121,-0.0067,3.0000,-0.0491,3.0000,-0.1039,1.7938,-0.2645,1.5411,-0.1504
248,11.7867,-0.1159,7.3018,0.2980,3.7470,-0.0537,3.4513,0.5655,2.1402,-0.2995,0.5373,0.1532
249,8.1626,-0.4105,2.5838,0.4513,3.0000,0.1454,6.9803,0.2545,3.2616,0.1358,2.0454,-0.3036
250,4.1563,-0.0993,13.8931,0.3023,5.3590,0.0877,5.7792,-0.3154,2.1041,0.4434,0.5000,-0.0249
251,2.2337,0.1089,2.0000,0.3646,9.4746,-0.3338,8.5579,-0.0958,1.6507,-0.3995,2.3109,-0.0213
252,12.1804,0.0081,9.6189,-0.2296,7.5536,0.3370,9.0557,-0.2376,2.3964,0.0012,2.8312,-0.0576
253,7.0861,-0.1082,13.4417,-0.4042,14.6514,-0.0230,13.4132,-0.3253,4.4742,0.1497,3.4833,-0.0466
254,9.9633,0.0554,9.6176,0.3001,15.6713,-0.4285,22.3658,0.0545,4.3295,0.4069,3.8564,0.0147
255,5.5748,-0.0668,7.0725,-0.2069,3.0000,-0.0107,7.7401,0.3090,2.7179,-0.4011,1.7321,0.4038
256,8.8169,0.0122,8.7400,-0.1369,6.5817,-0.4801,9.4382,0.3167,1.6691,-0.4099,1.9656,0.3079
257,11.5320,-0.4972,9.5619,0.1024,4.6819,-0.0747,13.4348,0.0631,3.9220,0.2596,1.8638,0.1899
258,4.8596,0.1918,4.0146,0.1102,13.0436,0.6527,4.1264,0.3195,3.1755,0.1599,2.1874,-0.2276
259,8.3032,0.1532,2.2950,0.1485,9.6730,0.3964,16.9907,-0.1895,2.1310,-0.2078,3.1516,0.0697
260,7.6596,0.5281,13.0709,-0.1112,17.9082,-0.0298,18.5179,0.1127,3.9247,-0.2844,2.0047,-0.2279
261,5.1977,-0.1780,5.6644,-0.0648,10.7265,0.5229,4.7573,-0.2180,2.8969,-0.2434,0.7523,0.1487
262,7.2559,-0.1258,8.3073,0.1584,8.1828,0.1730,4.0666,0.1044,1.9225,-0.0174,2.4407,-0.0937
263,3.8786,0.0436,2.0000,-0.2058,9.3886,0.1060,3.0000,0.3749,1.2178,-0.2261,0.8705,-0.0087
264,9.5024,-0.0085,5.9475,-0.0956,13.4727,0.0886,7.3800,-0.1272,0.5000,0.0092,2.6370,0.0627
265,4.9535,0.3950,9.5151,0.3897,5.7357,0.5407,10.0621,-0.1207,3.3737,0.0373,2.5061,0.2483
266,7.3965,-0.1021,4.4739,0.2226,3.5666,0.3351,3.0000,-0.1260,0.6627,-0.0217,3.4711,-0.4243
267,9.2136,-0.0384,11.8049,-0.0991,7.0614,-0.0737,10.8305,-0.3262,1.3958,-0.1276,1.6271,0.0293
268,2.0000,-0.1406,6.1623,-0.4220,3.0000,0.4907,3.0000,0.2149,1.7579,0.2515,0.7270,0.3764
269,4.6943,0.3809,6.2991,-0.1305,6.7325,0.0246,7.8367,-0.4250,1.7653,-0.3178,1.9313,0.0736
270,6.3607,0.1218,7.6327,0.1532,6.3405,0.2275,6.7697,-0.1400,1.5228,-0.2210,2.2791,0.1707
271,8.6202,0.3927,8.6054,0.0326,3.7459,0.3543,3.0000,-0.4426,2.1898,-0.0221,1.2364,-0.1422
272,5.1957,0.7288,7.6607,0.0257,11.1346,-0.2955,14.3737,-0.2083,1.0146,0.0075,2.3302,0.1075
273,11.2908,-0.1907,7.6139,0.7084,7.8237,-0.0668,3.3942,-0.0290,2.9746,0.1759,2.5462,0.0164
274,7.9767,0.2695,4.9896,0.2290,13.8950,0.4490,4.9111,0.1793,2.0197,-0.3410,1.7752,-0.1659
275,8.6437,-0.0642,11.1479,0.3072,7.5761,-0.2509,6.4107,-0.0217,1.0513,0.2089,2.8457,-0.0520
276,7.0019,-0.1719,11.7524,0.1178,7.2691,0.1999,7.5427,0.1574,2.0103,-0.2530,0.5766,-0.3609
277,10.3235,-0.3666,10.0295,0.3184,7.9466,0.2309,6.6088,-0.1540,1.8105,0.0451,2.5152,0.1866
278,14.4639,0.5321,11.5085,0.2078,5.9315,-0.3388,14.9208,-0.4604,2.3549,0.0759,2.9854,-0.1102
279,10.9757,0.2505,5.7578,0.5137,13.8641,-0.5946,5.6251,0.1928,3.8458,0.1256,2.8466,-0.1840
280,12.5139,-0.0564,6.1721,-0.3443,15.6679,-0.0876,3.0000,-0.2386,2.7797,0.3417,0.6453,-0.1915
281,8.7557,0.1555,11.2840,-0.1769,3.8265,0.1474,12.7845,0.2067,4.7420,-0.5705,0.9721,0.2564
282,12.7638,-0.4522,6.0662,-0.3272,10.9887,-0.3276,4.8022,0.0020,3.2199,0.1201,3.7850,0.2128
283,13.5691,-0.0236,15.9342,-0.1032,12.8230,0.0100,3.0000,0.2245,3.4496,-0.0772,2.0543,0.1598
284,8.9148,-0.1905,6.1267,0.0296,5.9382,0.3663,12.8134,0.0904,3.7169,-0.3097,0.9606,-0.3204
285,10.1720,0.3614,5.9626,0.3509,9.1096,0.2453,10.4503,-0.1453,3.0935,0.2007,3.1535,0.0646
286,2.4857,0.3782,4.7527,0.5439,10.1345,0.6184,6.6020,0.0659,2.2035,0.0079,1.2524,-0.3712
287,7.8362,0.2226,5.2226,0.0296,3.3013,-0.2787,13.4201,-0.1782,2.0341,-0.5004,2.1147,-0.2221
288,9.7962,0.2368,8.4398,0.0315,3.0000,0.4549,8.6072,0.3790,2.8624,-0.3464,2.0521,-0.1947
289,5.2128,-0.1625,8.3959,0.0806,10.3400,-0.2219,12.6441,-0.0668,3.7459,0.0585,1.7290,0.0029
290,2.7102,0.1792,3.7816,-0.0176,3.6602,-0.5231,6.3658,-0.1664,3.4950,0.3080,0.8727,0.1293
291,6.8992,-0.3448,6.6286,-0.1670,11.4056,0.0859,9.9012,0.2221,1.8447,0.0412,1.3056,-0.0987
292,6.9222,-0.3785,3.8224,-0.0077,4.6706,-0.0888,3.0000,-0.0792,0.5000,-0.1341,1.3238,0.0055
293,2.0650,-0.0264,9.1748,-0.1518,7.7877,0.1863,8.9578,-0.3191,2.2551,-0.1451,1.0418,0.1397
294,7.3601,0.1325,4.0422,-0.0504,9.7588,0.2198,4.4617,0.1002,1.4026,0.0184,2.3254,0.2809
295,7.8883,0.1495,11.4961,0.0294,6.0386,0.0400,7.3206,-0.0145,0.8967,0.0924,3.4408,-0.1649
296,10.4337,-0.3143,6.2674,0.0283,3.9241,-0.0318,6.4458,-0.1639,1.6784,-0.0733,2.7253,0.6987
297,6.5457,-0.3879,10.0361,0.0174,3.8585,0.0244,13.0356,0.3970,1.5218,-0.1008,0.5000,-0.2682
298,14.1524,-0.1129,4.3271,-0.1178,10.5582,0.3621,3.0000,0.1029,1.0695,0.1807,2.2687,-0.3180
299,8.8225,-0.2191,7.9579,0.1817,19.0613,0.0828,6.2076,-0.1048,1.1799,-0.3738,2.1614,0.2539
300,5.3062,0.1530,14.7852,0.2598,11.8054,0.0006,4.7675,0.0722,3.9432,-0.3524,0.5179,0.0735
301,7.1896,-0.2532,6.5809,-0.2641,10.4867,-0.2496,3.0000,-0.0900,2.2254,0.3381,0.5000,-0.0148
302,5.3542,0.4861,9.8157,0.0004,4.8134,0.0237,19.1954,0.1039,1.8747,-0.0250,2.7387,0.2015
303,9.4104,0.0906,8.6995,0.0897,14.2601,0.0141,10.0894,-0.1388,2.4538,0.0097,3.1569,0.3440
304,11.3650,-0.0367,8.5659,0.0630,16.5207,-0.2355,11.2073,0.0062,3.2627,-0.4464,2.4902,0.1291
305,10.3422,-0.2868,13.1611,0.0732,9.0046,-0.2843,4.2069,0.0582,2.8547,-0.2104,3.6691,0.3033
306,6.2001,-0.3303,13.7892,-0.4283,7.8309,0.0692,17.3193,-0.1916,1.7480,0.0991,1.7096,-0.1215
307,6.5478,-0.0802,4.6955,0.4361,9.6611,0.0457,8.1361,-0.0405,3.3016,0.1656,2.4203,-0.1852
308,9.9295,-0.1447,7.0334,-0.0179,5.7053,0.4162,7.4780,0.5786,2.0190,-0.4802,0.5000,0.1637
309,11.1473,-0.4330,6.1225,-0.0215,17.7148,-0.0895,6.8237,0.3591,2.3551,0.3540,3.5714,0.1121
310,6.8248,0.3429,9.2718,0.1951,17.4648,0.0282,15.9006,0.1663,2.7577,-0.3431,1.5830,-0.0840
311,2.0000,-0.2763,9.2259,-0.3813,10.7651,-0.2774,9.9219,0.2372,0.7012,0.2911,1.7650,-0.2665
312,5.0164,0.0882,6.2109,-0.0522,11.0570,-0.6494,11.2510,0.2334,2.0056,0.1932,2.8989,0.0573
313,10.8841,0.1106,6.2637,-0.0939,4.5270,-0.3572,3.0000,0.2103,1.6177,-0.0171,3.3341,0.4901
314,5.3903,-0.4047,8.1322,0.3056,8.5812,0.3373,5.6459,-0.2371,2.5690,-0.0164,2.0851,0.2822
315,6.6952,-0.0962,6.9326,0.0231,4.6858,0.4918,13.7470,-0.0453,1.0479,0.5299,0.5000,0.2477
316,8.2841,-0.3524,9.4377,-0.1931,6.7044,0.1320,4.4220,0.4032,0.9171,-0.3479,2.0067,0.4363
317,6.1502,0.1019,4.8716,0.0165,14.9229,0.0659,6.9839,-0.0727,1.6902,-0.1568,1.4559,-0.2122
318,10.5686,0.0156,7.9958,-0.0057,3.8046,0.3619,3.0000,-0.0077,2.0304,-0.0058,2.7278,-0.5207
319,5.8821,-0.0193,6.3640,-0.2334,6.7482,-0.2082,3.0000,0.0301,1.8893,0.1141,2.2020,0.4809
320,4.3184,-0.2050,10.1569,-0.0307,3.4596,-0.2746,10.3428,0.2565,0.5000,0.0070,1.3273,0.3132
321,10.9286,0.2953,8.4172,0.2975,5.9376,0.1247,5.1751,0.3698,2.6730,-0.0448,2.7767,0.4178
322,8.2609,-0.0945,3.9564,0.1402,8.6926,0.1419,14.7254,0.0497,1.2281,0.1698,2.7886,-0.0822
323,4.2109,-0.3693,4.4095,0.3577,5.7479,0.0102,7.4865,-0.6995,1.6299,0.2487,1.7994,0.3720
324,11.4331,-0.2361,6.9969,0.1058,14.8455,-0.0630,8.8927,0.1479,1.1521,-0.4142,4.7753,-0.0107
325,7.1730,-0.5018,7.3340,0.0733,4.8054,-0.0997,3.3573,0.0069,3.0102,0.4246,0.5000,0.1271
326,4.7733,-0.1636,7.2382,-0.4694,6.6708,0.0632,10.2858,-0.0192,1.7043,0.1575,1.4192,-0.2746
327,10.5142,-0.2273,10.5686,0.1820,11.1663,-0.1714,18.4366,0.1698,3.7762,-0.2568,2.5275,-0.1440
328,9.6300,0.1736,14.3960,-0.3451,12.0088,0.5752,11.0670,-0.0217,2.3518,0.1703,2.6223,0.1277
329,4.9678,0.1431,11.8117,0.3927,19.1578,0.1495,11.9606,0.2177,1.3071,-0.0997,1.6426,0.0214
330,6.8045,0.0532,9.3806,0.0088,17.0370,-0.3066,10.2461,0.3325,3.3458,0.0294,1.1932,0.1384
331,14.9486,0.2368,7.4466,0.0855,3.0000,-0.2376,12.3022,0.4061,2.0312,-0.0989,2.8072,0.1562
332,8.6948,-0.2946,11.4384,-0.0793,3.0000,-0.1587,11.6441,-0.0417,0.8256,0.5724,2.3014,-0.1311
333,12.9104,0.0796,10.8905,-0.3107,3.5791,0.5446,9.1832,0.0982,2.7381,-0.2668,3.5533,-0.1091
334,8.8707,-0.3595,13.5553,0.1242,8.7170,-0.2722,3.0000,0.2680,3.6598,-0.0037,1.3540,0.1788
335,12.5070,-0.1192,11.2046,-0.4175,8.7696,0.2116,14.0846,0.1528,3.1567,0.0467,1.7742,-0.0698
336,9.2334,0.0853,7.1310,-0.1007,18.8312,-0.0348,4.8469,-0.0840,0.7767,0.0002,0.5525,-0.0874
337,3.8569,-0.1329,9.5263,-0.1396,7.9786,-0.0645,11.4411,-0.1064,1.6489,-0.2228,0.8454,0.1819
338,14.0438,0.4083,17.6060,-0.1745,11.0916,0.1972,7.9665,-0.2271,2.7216,-0.1246,1.9606,0.2884
339,4.2181,-0.0870,5.4954,0.2948,6.4657,0.0466,13.3170,-0.4403,1.5344,0.1876,0.9413,0.2443
340,8.9826,0.2002,3.9150,-0.0086,5.1114,-0.0336,4.3692,0.0279,1.8522,-0.1844,2.7057,-0.3531
341,6.6031,-0.0661,2.7814,-0.1376,4.6026,-0.4298,3.1974,-0.2591,1.9503,-0.0073,1.5816,-0.0103
342,6.8572,0.0329,6.4020,-0.3044,3.0000,-0.1893,3.0000,-0.2604,1.0386,0.1963,3.5249,-0.3279
343,5.6364,-0.0913,5.4044,0.1504,3.0000,-0.0023,7.5377,0.5214,1.4561,0.1791,3.9553,-0.1234
344,9.0222,0.0443,6.3700,0.2720,9.5679,0.1475,3.0000,0.1658,1.3495,0.2976,1.3606,-0.2912
345,6.4919,0.4317,6.2940,0.0361,7.5431,-0.0080,11.8091,-0.2064,0.7908,0.4341,2.1912,-0.4942
346,2.1247,0.3858,9.4541,0.1333,3.0000,-0.1693,5.2261,0.0943,3.3354,0.3503,2.3902,-0.0891
347,2.0000,-0.1218,9.7383,0.2817,8.2438,-0.0739,9.7300,-0.2277,3.4239,0.0025,2.0016,-0.0116
348,3.5941,-0.0573,8.3970,0.0327,7.7979,0.5383,3.0000,0.0053,1.1113,0.2783,0.5000,0.1841
349,10.6334,0.0127,8.9077,0.3866,13.8987,-0.5109,16.3266,0.1415,1.0797,-0.0377,0.5672,0.1411
350,11.5515,0.1605,9.5051,0.4553,18.2551,-0.0786,10.8333,0.0303,3.5641,0.2389,1.1934,0.0719
351,10.5777,0.4636,7.0178,0.1244,3.0000,0.3121,12.0687,-0.2020,2.2159,0.0835,3.6163,-0.3262
352,11.5696,0.3215,12.4858,-0.3081,10.4458,-0.0409,12.6129,-0.0101,3.6953,-0.1456,2.1711,-0.3244
353,14.5530,-0.0667,10.8328,0.1953,11.2107,-0.1918,18.6202,0.0264,1.5484,0.1651,1.4835,-0.3174
354,10.4292,0.1008,2.5433,0.0860,10.4067,0.1853,13.1300,-0.2407,1.6074,-0.1874,4.5198,-0.0345
355,11.2712,0.0564,10.3900,-0.3405,20.9928,0.2407,9.9625,-0.0854,2.0004,0.1104,2.4871,-0.0595
356,8.3491,-0.1514,8.0113,-0.0859,3.0000,0.2859,9.3562,-0.1342,1.7777,0.0512,3.4041,-0.2036
357,7.4259,0.2534,10.4552,0.1059,8.9943,0.1357,3.0000,-0.0178,1.4278,-0.1083,3.4475,-0.2231
358,7.4044,-0.6285,9.9347,0.0155,10.9416,0.2801,13.9539,-0.0076,2.6075,-0.4030,2.7381,0.2417
359,14.4681,0.2515,12.2013,-0.1703,8.4906,0.1516,5.8490,-0.2568,3.1113,-0.3755,2.1936,0.1361
360,3.8054,0.1030,4.9478,-0.1721,7.2169,-0.2094,7.3245,-0.1368,0.9925,0.2808,0.7703,0.0118
361,8.6570,-0.4516,3.1022,-0.1991,8.5847,-0.0174,19.8510,-0.2772,2.8178,0.4469,2.1681,-0.2701
362,3.6177,-0.2604,12.3791,-0.0196,10.0429,0.0204,3.0000,0.2087,3.6528,-0.0750,1.0767,0.1349
363,4.8633,-0.5165,9.7200,-0.0121,7.3385,0.2533,9.9789,-0.0153,1.3049,-0.1360,2.3669,-0.4359
364,9.2497,0.4242,4.9202,0.5438,3.0000,-0.1300,6.5275,-0.4925,2.5669,-0.0914,1.2075,-0.1857
365,2.0000,-0.2479,5.7105,-0.0806,6.2357,0.1417,3.0000,0.1474,0.5000,0.3766,1.9435,-0.3205
366,9.0411,0.2275,6.6161,-0.6690,7.2468,0.3497,4.3364,0.0596,2.4642,0.3745,0.7944,0.0429
367,13.0887,0.2365,7.0716,-0.2183,3.0375,-0.3440,3.8003,0.2777,2.6329,-0.1593,0.9234,-0.3016
368,8.1218,-0.0302,4.3669,-0.1738,5.3762,-0.4492,3.6447,0.0757,0.8435,-0.1603,2.7543,0.0984
369,11.1869,-0.1661,9.6570,0.0456,3.0000,0.1921,8.8900,-0.1813,3.0803,0.3196,2.9420,0.1604
370,7.8545,0.1282,7.6997,-0.1569,7.2782,-0.0306,4.6123,0.0693,3.9896,0.2020,2.7405,0.4625
371,10.2304,0.0539,3.9019,0.4641,5.0701,0.3774,8.4834,-0.1366,2.1934,0.4699,2.7673,0.0548
372,10.2022,0.2341,9.0401,-0.0130,12.0102,0.7812,9.5855,0.0055,3.7664,0.1637,3.3393,0.1236
373,8.3878,-0.2933,11.7944,-0.1506,7.8378,0.3520,5.1772,0.7329,2.2817,0.1411,2.4161,0.1875
374,8.0611,0.2556,8.2052,-0.1236,17.6197,-0.3385,8.8134,0.3011,4.0096,0.1678,1.8764,0.0097
375,14.5388,0.3369,10.2928,-0.0473,12.5349,0.4993,11.5659,0.3366,3.0030,0.0018,3.4742,0.4504
376,8.8276,-0.0642,9.3854,0.1979,12.3240,0.1737,10.1639,-0.1882,3.5674,0.0654,2.1103,-0.0047
377,9.8103,-0.2390,4.5103,-0.0881,9.4688,0.1786,12.0753,0.2731,3.0776,-0.2414,3.4130,-0.1746
378,9.1807,-0.1208,9.0787,0.0733,12.5914,-0.3187,12.2807,-0.0485,3.4431,0.1312,3.4350,0.1047
379,11.9428,-0.1600,12.0162,0.0549,14.8452,-0.1185,13.1749,0.2928,2.6036,0.2186,1.4922,-0.3235
380,4.9805,-0.0452,8.8597,-0.3136,3.7377,0.0314,11.2488,0.3385,4.5966,0.2309,1.7713,-0.7806
381,7.6568,-0.1845,12.2581,0.0959,3.0000,-0.0092,7.5299,-0.3025,0.5000,-0.0427,1.8519,0.1595
382,8.9539,0.1141,10.1789,0.1143,3.0000,0.0647,3.0000,-0.1475,1.7547,-0.0488,2.9453,0.0727
383,2.6538,0.1592,5.2558,0.1313,9.5659,-0.1123,4.3251,-0.2517,1.5845,0.1257,2.9049,0.3636
384,7.9295,-0.0898,7.0325,-0.0852,3.7861,0.2995,4.9047,0.2043,1.5269,-0.0007,0.5000,0.0143
385,4.0726,-0.4886,7.8176,-0.0511,8.0718,0.3720,3.0000,-0.2088,0.5000,-0.1568,0.6333,-0.0741
386,8.0747,0.1108,2.0000,-0.1308,7.1790,-0.2839,5.1023,0.0034,3.3201,-0.2714,1.9797,-0.3800
387,13.5185,-0.3688,2.2861,0.2069,4.0874,-0.2070,4.1972,-0.0939,3.2579,-0.4472,1.0855,-0.1886
388,7.6818,0.0624,7.9137,-0.3145,3.5268,-0.4708,6.8067,0.4907,1.3992,0.0048,1.0085,0.3477
389,4.0635,0.0180,12.7091,0.0324,8.5569,-0.6521,4.0825,-0.0220,0.5000,0.0376,2.2134,-0.1245
390,6.9167,-0.0822,5.5849,0.5852,4.1613,-0.2369,3.0000,0.0676,0.5000,-0.0249,2.0610,-0.0298
391,7.5372,0.1612,9.1667,0.0253,3.0000,0.2499,3.0000,0.0670,1.7416,0.1645,1.6419,0.0092
392,4.5854,0.0909,3.1023,0.3854,4.6749,-0.1625,9.3084,-0.1974,0.5000,-0.2019,1.3820,-0.4927
393,2.0000,0.0969,4.9225,-0.0974,3.0000,0.1505,8.5703,-0.2183,3.1673,-0.3383,1.1345,0.2056
394,6.2726,0.2053,6.8468,0.0584,15.3703,0.1640,12.2630,-0.0064,4.6405,-0.0539,5.0069,-0.2217
395,8.8288,-0.1032,9.8402,-0.1894,11.9234,0.0037,15.5032,-0.0971,2.9742,-0.0879,3.2475,0.0650
396,6.7601,-0.1067,10.7529,-0.3850,11.1982,-0.1010,3.0000,0.3997,0.7744,0.1076,1.3945,0.3140
397,10.7878,0.2693,6.9030,-0.1597,9.1812,0.0439,11.0758,0.3079,2.5145,-0.1340,2.6030,0.2654
398,11.7180,0.1605,9.0188,-0.1747,17.3539,-0.3978,11.8164,0.3556,2.2208,0.0945,1.0955,-0.0283
399,9.6101,-0.1174,13.4045,-0.1647,9.6131,0.3163,4.6443,-0.0641,1.5030,0.4218,1.1704,0.1539
400,5.2339,-0.5009,17.0255,0.1320,7.6812,-0.1333,11.4744,0.3415,1.7551,-0.1480,0.5000,0.1765
401,10.2874,0.0980,7.1030,-0.0835,5.3883,0.4543,8.7185,0.3641,2.5342,0.1425,0.5000,0.3789
402,15.0293,0.1215,8.8210,-0.1475,13.1759,0.1251,9.5698,-0.3627,3.3288,-0.4462,3.7024,0.0626
403,11.9828,-0.3031,10.1911,-0.1052,3.8211,0.3293,11.2888,-0.0947,1.7868,-0.0939,2.1775,0.4799
404,7.2162,-0.2121,10.3796,-0.1205,14.5723,0.0078,7.4254,0.1821,2.5660,0.0016,3.1710,0.0430
405,8.0972,-0.1020,9.2078,-0.0755,7.0786,-0.1546,10.9852,-0.0223,2.2477,-0.0222,1.6930,-0.2359
406,10.3269,0.1131,2.8913,0.3624,13.5503,0.5197,9.2691,-0.0519,2.6386,-0.0943,3.7227,0.1149
407,11.4540,0.6209,8.5686,0.2470,7.4907,-0.1959,15.0053,-0.2509,0.6622,0.1943,1.2029,-0.3202
408,5.4829,0.2794,13.4258,-0.6549,5.0596,-0.1129,14.1907,-0.0622,0.9592,-0.0445,0.5000,-0.2633
409,6.0393,-0.3771,2.5666,-0.1182,13.5654,-0.2577,5.9723,0.2910,1.1921,-0.0174,2.4850,0.1396
410,7.2918,-0.1091,2.6189,0.1979,7.2595,-0.2248,4.8481,0.0716,0.9197,0.0282,0.5000,0.1204
411,6.9392,-0.0236,3.4768,0.0377,3.0000,0.0325,3.1920,0.1438,3.7789,-0.3832,1.0344,-0.3023
412,8.1818,0.1256,7.6922,-0.1423,3.0000,-0.1444,3.0000,0.5845,3.0231,0.0362,0.9078,-0.0700
413,8.8585,-0.2031,2.6939,-0.4177,9.0141,0.1115,3.8576,0.0582,1.9506,-0.2091,2.6052,-0.0110
414,3.4158,0.1461,11.0411,0.2024,3.3850,0.1744,4.5713,0.2073,3.5106,-0.3979,0.5000,-0.1430
415,5.0783,-0.1283,3.8648,0.0848,5.6626,-0.3777,3.0000,0.1443,0.9719,-0.4536,0.5981,-0.3246
416,4.5929,0.1457,8.9379,-0.5248,6.0388,0.2214,8.4146,0.2697,1.6789,0.1176,1.3813,0.1082
417,2.0000,0.0189,6.7673,-0.7090,7.0744,-0.4402,3.0000,0.1386,2.5859,-0.1359,2.3461,-0.1608
418,10.5873,0.5114,5.6040,0.1105,15.7981,0.0526,3.1953,-0.2294,0.5000,-0.2177,1.4952,0.3549
419,9.3821,0.2447,10.4694,0.2204,13.9202,-0.0184,8.6071,0.1333,1.8118,0.1009,2.6652,-0.3371
420,6.9177,0.3285,10.2792,-0.0181,4.1715,-0.2108,8.5356,0.1118,1.8372,0.2954,3.2134,0.0342
421,13.1047,-0.2644,8.0961,0.4668,13.0283,-0.0635,17.9904,-0.2309,3.4630,-0.0799,3.3904,0.3388
422,11.3830,-0.1330,11.2636,0.1062,17.2005,0.4450,16.7710,-0.0387,2.6367,-0.0857,3.7778,0.0803
423,5.3562,0.0818,11.2001,-0.0643,6.1497,0.3547,14.2985,-0.0908,0.7385,0.1459,2.1717,-0.1577
