HourOfYear,p_Reg_MISO,loc_Reg_MISO,p_Spin_MISO,loc_Spin_MISO,p_Sup_MISO,loc_Sup_MISO,p_STR_MISO,loc_STR_MISO
315,6.8628,0.3767,6.4789,0.0231,3.0000,-0.1697,3.8748,0.3493
316,3.5586,0.0723,10.1200,-0.1931,9.4043,0.0320,3.0000,-0.1034
317,8.3983,-0.3163,3.6267,0.0165,11.9978,0.4773,11.2304,0.0132
318,7.0738,0.2401,8.0934,-0.0057,6.2855,-0.1213,5.9343,-0.3172
319,7.1417,0.2316,5.7619,-0.2334,16.8695,0.0046,9.9968,-0.2159
320,5.2165,0.0521,11.1510,-0.0307,5.5931,-0.1807,3.0000,0.2239
321,10.5404,0.6538,8.6659,0.2975,8.1960,-0.0717,3.0000,-0.1158
322,7.1338,-0.0262,3.0000,0.1402,5.3851,0.0303,7.3921,0.3719
323,3.9374,-0.4486,3.0000,0.3577,5.1798,-0.0875,3.5258,0.0130
324,6.9844,0.0649,5.9890,0.1058,16.1993,0.2225,3.0000,-0.0962
325,3.0195,0.0367,7.0140,0.0733,15.1757,-0.1854,4.1649,-0.2676
326,6.5047,0.5567,6.8455,-0.4694,13.0594,-0.0909,3.5174,0.1132
327,7.2133,0.0892,11.5037,0.1820,7.0295,0.0104,3.0000,0.3973
328,11.1393,-0.0603,17.5016,-0.3451,8.8712,0.0643,8.2249,0.0140
329,10.7839,-0.3138,13.4806,0.3927,3.1523,0.4523,4.4042,0.0671
330,9.8533,0.4520,9.7075,0.0088,18.0410,0.3427,8.0683,-0.0213
331,11.2695,-0.5703,6.8934,0.0855,15.9220,-0.4566,7.1895,0.1364
332,5.3545,0.1173,13.0427,-0.0793,10.5608,-0.3220,7.2280,0.1706
333,9.3760,-0.5023,12.2015,-0.3107,12.0852,-0.3090,3.2139,0.0013
334,4.3678,-0.0729,16.1413,0.1242,10.6464,0.0450,10.2763,-0.3083
335,7.3383,-0.0889,12.6792,-0.4175,5.0705,-0.0162,8.9503,0.2787
336,8.5637,-0.1716,6.7917,-0.1007,3.0000,0.6569,4.6837,-0.1482
337,5.8012,-0.0925,10.2483,-0.1396,7.1423,0.1016,4.2899,0.3064
338,14.8987,0.0351,22.5360,-0.1745,17.0414,-0.1279,17.0730,-0.2853
339,6.5142,-0.1152,4.5147,0.2948,6.4401,-0.0177,12.2375,0.3828
340,8.7983,-0.0295,3.0000,-0.0086,7.2768,-0.0289,3.0000,-0.0735
341,5.9720,-0.1737,3.0000,-0.1376,8.7057,-0.0402,7.0191,-0.1254
342,7.5297,-0.0605,5.8374,-0.3044,10.3859,-0.3154,3.0000,-0.2178
343,6.3888,0.2432,4.4049,0.1504,3.0000,-0.2495,8.0188,0.0549
344,7.5275,-0.1154,5.8081,0.2720,3.0000,0.2015,3.0000,-0.2717
345,11.6265,0.3904,5.6667,0.0361,3.0000,0.0542,3.0000,0.3044
346,11.7608,0.2428,10.1417,0.1333,9.6427,-0.2878,11.0897,-0.1472
347,6.1040,0.2053,10.5605,0.2817,3.0000,0.0938,9.9103,0.1809
348,7.0288,0.0018,8.6355,0.0327,7.5696,0.0344,9.3568,-0.3818
349,8.3144,-0.2378,9.3017,0.3866,12.3847,0.3112,8.6936,0.4480
350,10.2524,0.0247,10.1011,0.4553,9.3095,0.4946,15.2461,0.0849
351,13.7047,0.4397,6.1616,0.1244,13.2779,-0.4469,18.5360,0.1047
352,12.9657,-0.2063,14.4461,-0.3081,8.9732,-0.0556,8.6703,0.0585
353,8.8095,0.0735,11.9204,0.1953,12.3360,0.0137,14.1710,0.4083
354,9.9413,-0.2270,3.0000,0.0860,9.4101,0.0294,12.4603,0.1778
355,9.4689,-0.1007,11.3867,-0.3405,5.9539,0.6103,16.5568,0.0084
356,6.7398,0.0750,7.9595,-0.0859,3.1775,-0.4993,7.4582,0.0476
357,11.0732,0.0911,11.5523,0.1059,3.0000,-0.0047,3.0000,-0.3807
358,3.0000,0.0293,10.8232,0.0155,12.4939,0.1475,6.0195,0.3174
359,10.7259,0.1516,14.1743,-0.1703,10.1441,0.0039,11.1107,-0.1448
360,8.4067,0.1136,3.7360,-0.1721,3.0000,0.0271,5.2310,0.0334
361,3.2933,-0.0820,3.0000,-0.1991,3.0000,0.0554,3.0000,0.7011
362,5.5048,0.1808,14.4316,-0.0196,8.3001,0.1031,12.5662,-0.5530
363,3.0000,-0.2417,10.5212,-0.0121,7.3994,0.0638,3.0000,0.2200
364,11.5274,-0.0646,3.7215,0.5438,4.1479,-0.2165,4.4419,-0.0026
365,4.9168,-0.1161,4.8186,-0.0806,4.0828,-0.0325,3.8539,-0.3494
366,9.1601,0.0931,6.1718,-0.6690,5.5411,0.0884,6.0919,-0.0858
367,9.6621,-0.5943,6.7731,-0.2183,6.2503,-0.2088,5.8186,-0.1640
368,7.0492,-0.0999,3.0000,-0.1738,3.9300,-0.0776,9.1553,-0.1790
369,5.9394,0.1142,10.4501,0.0456,7.4854,-0.4756,11.5622,0.0977
370,8.6888,0.6175,7.6548,-0.1569,3.0000,0.0271,6.7430,-0.1285
371,8.6033,0.0124,3.0000,0.4641,9.6856,-0.1733,8.7262,0.0200
372,10.9012,-0.2705,9.4208,-0.0130,12.5603,0.1601,16.0065,0.0257
373,6.3454,0.1686,13.4694,-0.1506,8.8363,-0.1460,8.3423,-0.2889
374,11.7962,-0.1701,7.9161,-0.1236,17.1827,0.3840,11.5127,-0.0897
375,13.3655,-0.3395,10.8702,-0.0473,8.4978,0.0283,6.8444,-0.0222
376,7.9943,0.0457,9.9229,0.1979,9.7683,0.1685,13.2682,0.0492
377,7.1004,0.3306,3.0000,-0.0881,6.3246,-0.0805,10.5438,0.0582
378,7.9039,-0.2004,9.3160,0.0733,10.3066,0.1280,17.3235,0.1112
379,8.4154,-0.0529,13.6206,0.0549,10.8025,0.1465,14.2935,0.0595
380,7.9060,0.1732,9.1969,-0.3136,3.2043,-0.2783,4.3444,0.1416
381,6.2902,0.2557,14.2548,0.0959,10.2060,-0.3177,7.4218,-0.0419
382,9.1561,0.3566,11.1950,0.1143,9.5110,-0.4221,15.0214,-0.3220
383,8.5857,-0.1743,4.2592,0.1313,5.0086,0.2130,18.9443,-0.0990
384,6.6370,-0.0313,6.6825,-0.0852,3.0000,-0.1906,10.6488,-0.1256
385,3.0000,-0.5424,7.8393,-0.0511,9.3632,0.1014,3.0000,-0.2376
386,8.5325,-0.0987,3.0000,-0.1308,8.0642,0.0192,9.9115,-0.1020
387,3.6742,-0.2622,3.0000,0.2069,15.0036,-0.1543,13.8520,-0.1479
388,8.6535,0.0351,7.8672,-0.3145,3.0093,-0.2572,10.0740,-0.0711
389,7.7126,0.2214,14.8316,0.0324,7.2368,0.0866,19.1972,-0.1732
390,5.9812,0.1726,4.7466,0.5852,14.3310,-0.0869,4.2018,-0.2225
391,8.3552,-0.2899,9.7068,0.0253,9.1744,-0.2621,6.9615,-0.3224
392,8.5064,-0.0996,3.0000,0.3854,7.8885,-0.1458,3.0000,0.1223
393,7.8680,0.1153,3.8112,-0.0974,3.0000,-0.4348,5.4306,0.1658
394,10.7687,0.0313,6.0590,0.0584,13.0258,0.3268,5.0755,0.1558
395,7.6172,-0.1759,10.6066,-0.1894,7.1678,0.1449,7.1249,0.3424
396,7.0171,0.0937,12.0355,-0.3850,6.2632,0.1715,13.9451,-0.3601
397,10.3966,0.1915,6.4632,-0.1597,14.8172,0.1022,9.4179,0.2113
398,11.0492,-0.0474,9.0948,-0.1747,16.5967,0.3447,13.1338,0.0495
399,7.6952,-0.2476,15.9904,-0.1647,10.4715,-0.0069,10.4423,-0.2785
400,4.6365,0.0943,21.6276,0.1320,10.0007,-0.1909,11.0974,0.0097
401,9.2442,-0.2156,6.6089,-0.0835,3.0000,-0.1763,11.4999,0.0107
402,9.9426,0.3306,9.0454,-0.1475,11.5717,0.2046,9.1499,0.0063
403,5.8996,-0.6593,11.0768,-0.1052,9.8270,-0.3293,13.0110,0.0778
404,6.6715,-0.0812,11.3944,-0.1205,12.3373,0.2735,8.5493,-0.1185
405,7.3179,-0.2226,9.7197,-0.0755,3.0000,-0.0893,11.0813,0.1293
406,9.7639,0.1781,3.0000,0.3624,4.5168,0.2366,9.5001,0.0002
407,13.7383,0.3583,8.8881,0.2470,4.4711,0.0251,7.8250,0.4614
408,10.5277,-0.1636,15.9076,-0.6549,7.8119,-0.1385,3.0000,0.3867
409,3.8528,-0.2345,3.0000,-0.1182,7.0253,0.3652,3.0000,-0.0737
410,6.5237,0.1610,3.0000,0.1979,4.5669,0.0018,10.0355,-0.1377
411,7.3178,-0.4474,3.0000,0.0377,7.6078,-0.2921,7.9663,-0.2271
412,7.7926,0.0616,7.6571,-0.1423,11.5816,-0.2495,4.0174,-0.1410
413,6.0166,-0.0084,3.0000,-0.4177,9.0377,0.0521,3.5988,-0.2403
414,9.1996,-0.0547,12.4528,0.2024,10.3377,-0.2353,9.7874,-0.1671
415,6.0832,-0.2097,3.0000,0.0848,6.6343,-0.0625,3.0766,-0.5115
416,8.4419,-0.5278,9.4120,-0.5248,5.0759,0.0041,3.3773,0.1457
417,8.5313,0.2435,6.0839,-0.7090,7.2039,-0.0900,5.5118,-0.5608
418,12.9792,0.1574,4.5324,0.1105,7.8869,0.4612,3.0000,-0.2593
419,11.1036,-0.0145,11.5555,0.2204,14.6750,0.2542,13.0577,-0.0390
420,11.6445,0.0574,11.3126,-0.0181,14.0087,-0.2543,8.0994,-0.0103
421,6.9538,-0.0377,7.5763,0.4668,15.5348,0.0971,11.1838,0.3599
422,8.3224,0.2456,12.5425,0.1062,12.0706,0.3115,3.0000,0.2889
423,9.6277,-0.0497,12.6388,-0.0643,13.0719,-0.1901,11.5413,0.2564
424,6.4367,-0.0079,3.0000,0.1344,8.9081,-0.3446,9.8047,0.2086
425,12.0050,0.0368,10.4591,-0.3094,16.1373,0.1904,11.4090,-0.1342
426,10.0456,-0.0962,11.0248,-0.1599,16.8478,-0.0690,6.3617,0.4554
427,11.2029,-0.0232,3.0000,-0.3148,8.4530,-0.1477,13.2870,0.0386
428,10.3257,-0.0329,10.2041,0.1942,6.4585,0.1465,11.0396,-0.4193
429,9.2115,-0.1713,9.9368,0.2311,7.6800,-0.0332,10.3871,-0.4892
430,7.1432,-0.2382,10.4437,0.1451,3.0000,0.1094,10.0453,0.0120
431,5.5570,-0.0494,8.9642,0.0583,4.9136,0.4731,3.0000,-0.0798
432,4.7218,-0.0757,11.4342,-0.5190,3.0000,0.3791,12.6719,-0.5811
433,9.6584,0.2646,8.4700,0.3786,3.0000,0.2996,6.4867,0.2286
434,9.3935,-0.2405,3.2069,-0.7162,9.2248,0.3732,3.0000,0.1808
435,11.0424,-0.1395,5.9301,0.0186,5.2232,0.2788,3.0000,0.1255
436,5.7794,0.0461,10.5223,-0.1510,3.0000,0.2138,9.0978,-0.1678
437,10.6935,0.0995,11.3625,-0.0908,7.8909,0.0188,11.3240,0.2947
438,6.0586,-0.0348,8.0201,-0.1450,5.3854,-0.0716,9.2188,0.2608
439,7.9498,0.2046,8.4357,0.0054,3.0000,0.1889,4.0332,-0.4112
440,10.5677,-0.0261,8.0175,0.3526,8.5790,-0.3467,3.0000,0.0955
441,12.9437,-0.2171,8.1943,0.0062,9.5055,-0.1121,8.3941,0.3331
442,10.4803,-0.0098,6.9127,0.0036,3.0000,-0.0652,11.7474,-0.2087
443,7.5481,0.1863,10.4420,-0.1336,14.2435,0.2055,3.0000,0.1047
444,9.6917,0.2431,10.0166,-0.1827,16.8508,-0.0300,4.8400,0.3799
445,11.0457,0.2361,3.0000,0.1455,14.0513,0.2377,13.2843,0.1641
446,10.8925,0.0484,12.0029,0.0282,6.0401,-0.0096,10.0313,0.0064
447,8.1273,0.0656,14.4597,0.1532,3.0000,-0.4813,7.5175,0.1333
448,18.0724,0.1474,19.7817,0.3071,18.4934,0.2183,22.0870,0.3637
449,12.0789,-0.4071,7.1589,-0.1724,14.0743,-0.1472,7.4062,-0.1117
450,13.0445,-0.1794,9.0870,0.4586,9.0862,-0.3176,8.2483,0.2215
451,9.0675,0.0747,16.2484,0.0425,13.9201,0.1870,9.6152,0.1790
452,6.4706,-0.2465,9.0388,-0.0084,13.2552,-0.4972,15.0596,0.0294
453,3.6361,0.2879,6.8157,0.1040,18.4673,0.0015,9.1726,-0.2095
454,10.5784,0.2669,11.3797,0.1421,17.4324,0.0384,13.1434,-0.1193
455,3.9801,-0.1355,8.5254,0.1288,7.7350,0.2331,4.1965,0.3038
456,8.2240,-0.2266,3.9922,0.4217,9.2503,-0.3870,9.8031,0.2756
457,10.2202,0.1075,7.2602,-0.1830,3.0000,0.1079,6.9229,-0.1324
458,6.4472,-0.3193,5.9398,-0.4658,3.0000,0.2939,3.0000,-0.0426
459,3.1975,0.0349,11.1710,-0.2246,13.1521,-0.1590,3.0000,-0.1305
460,3.3658,0.7076,3.0000,-0.0675,3.0000,-0.1446,6.8627,0.0288
461,5.7637,-0.2521,8.4896,-0.3321,12.1335,0.1880,9.6974,-0.1389
462,6.8228,-0.1955,8.6174,-0.1181,3.0000,0.1170,3.4195,-0.0907
463,9.8761,-0.1544,10.2115,-0.3063,3.0000,-0.1413,5.5912,0.3821
464,7.5112,-0.2245,4.3919,-0.3804,16.1967,0.0692,3.0000,0.0063
465,12.9094,-0.2118,15.0672,0.1606,7.1434,0.2946,8.9227,-0.4539
466,10.3156,0.4297,3.0000,0.2546,6.9184,-0.2823,12.0228,-0.5323
467,9.1288,0.0157,3.0000,-0.1212,16.1445,-0.0771,3.4466,0.1944
468,8.5420,0.2273,10.4235,0.2824,9.0163,0.4540,6.6524,0.2494
469,7.0743,0.2999,3.0000,0.2406,8.1802,-0.1375,17.6456,0.4362
470,8.8765,-0.4510,6.1715,-0.2449,9.9584,-0.0681,9.9192,0.1273
471,10.1688,-0.1923,11.8988,0.0083,10.0250,0.2709,20.7172,-0.3751
472,8.7028,-0.2267,14.0698,-0.1739,7.8454,-0.4005,13.6012,-0.3115
473,7.0810,-0.6581,9.9046,0.0729,16.1786,-0.1146,4.2127,0.3255
474,7.1551,0.1065,13.2674,-0.0753,19.2661,0.1601,7.1841,0.2484
475,14.4308,0.0759,14.7485,0.4420,9.1987,-0.2532,9.4292,-0.1098
476,10.2544,0.3306,3.0000,-0.3632,5.2902,0.0827,3.0000,0.0452
477,9.7636,0.1185,12.5566,-0.2258,3.0000,-0.1245,12.9383,-0.2474
478,9.7674,-0.6519,9.0192,0.0469,6.5668,-0.3818,3.0000,-0.2841
479,12.3801,-0.1755,7.4829,0.0401,7.2931,-0.4196,12.4232,-0.3512
480,7.2190,-0.1574,4.4727,-0.2243,14.4959,-0.4860,10.7540,-0.0175
481,7.1999,0.1278,6.6954,-0.1748,8.7225,0.0781,12.8882,-0.0254
482,5.0223,-0.6632,9.2203,-0.0832,9.2135,-0.0051,11.1209,-0.0637
483,6.4820,0.1360,9.4559,-0.2411,5.3083,-0.2486,3.0000,0.0848
484,5.5351,0.1970,5.9143,-0.1480,4.0175,0.1165,7.6067,-0.2613
485,4.1954,-0.0625,9.7571,-0.0282,3.0000,0.0177,3.0000,0.1248
486,3.0000,-0.1998,3.0000,-0.1078,3.0000,0.1808,3.0529,0.0925
487,11.0460,0.2945,3.9420,-0.1801,4.3770,0.1265,3.0000,0.1399
488,6.0063,-0.3459,12.8178,0.0842,5.8195,0.1298,3.0000,0.0562
489,9.6514,0.2864,14.2359,-0.2800,13.3515,0.3289,12.4787,-0.2382
490,8.5142,0.2271,4.9598,0.0684,5.1238,0.0547,9.4775,-0.0544
491,9.3308,0.1402,11.4556,-0.0431,6.8570,0.0288,9.0155,0.2910
492,4.0821,0.4542,7.5605,-0.3639,14.8526,0.0354,16.1533,0.0994
493,7.4564,0.0042,7.9211,-0.2840,8.2113,0.2985,3.0000,-0.0735
494,11.2681,0.1553,8.5085,-0.6695,10.7305,0.4466,16.8545,0.1514
495,14.5784,-0.0120,5.1156,0.2246,18.5244,-0.2073,4.3834,-0.0557
496,8.4176,-0.0803,12.0682,-0.0733,13.9094,-0.0181,7.6093,-0.1822
497,15.9241,0.1322,33.4893,0.0816,22.5663,0.5695,34.6558,-0.2274
498,11.6311,-0.0758,9.2458,0.1987,11.9873,-0.0990,16.6300,-0.0438
499,9.6247,0.0156,6.5701,-0.2494,12.2183,-0.5578,5.1032,-0.2739
500,8.1849,0.0170,5.6404,-0.1393,8.5756,-0.3255,3.1902,-0.6090
501,8.8971,-0.1012,3.0000,-0.1344,14.7902,-0.1640,3.0000,-0.2192
502,18.1273,0.1837,14.8405,0.2492,39.2323,-0.3229,29.1844,0.1027
503,5.8833,-0.4428,14.7649,0.1254,7.1438,0.2375,13.7770,-0.2574
504,8.4493,-0.1738,6.2756,-0.1216,14.7007,0.2666,14.4942,-0.1757
505,8.0633,-0.2434,3.0000,0.3812,3.0000,-0.2068,10.2315,-0.5127
506,8.0684,0.0768,3.0000,-0.4386,6.1876,0.0085,3.0000,0.0735
507,5.2218,-0.0594,5.6164,0.1586,3.0000,-0.3685,3.0000,0.1566
508,10.0317,-0.3547,4.3836,-0.1792,3.9893,0.1943,3.0000,0.1440
509,3.0695,0.1175,7.8858,-0.2404,12.7652,0.1806,3.0000,0.0575
510,8.0415,0.0569,3.0000,0.4404,3.0000,-0.2846,8.9498,-0.0543
511,6.0186,0.0091,8.6131,0.5656,3.4494,0.2630,8.9896,0.0329
512,5.2027,0.1952,9.2041,0.5037,14.1041,-0.1228,5.3240,-0.2484
513,6.6685,0.1305,5.7183,-0.1138,4.6651,-0.1094,7.2215,0.4034
514,3.4088,-0.0583,10.2746,-0.0843,13.7037,-0.2027,3.0000,0.3749
515,8.6981,0.1041,13.3555,0.1474,6.3614,-0.1223,3.0000,0.5482
516,12.7739,0.3424,8.1945,0.2405,12.3640,-0.3235,17.9937,0.0187
517,7.2413,-0.0383,9.4390,-0.3623,5.7824,-0.4194,11.2179,-0.2885
518,14.1974,0.3116,10.1195,0.1984,9.6280,0.1245,12.8291,0.0606
519,6.8659,0.4738,12.9926,-0.2690,3.0000,0.2858,13.0092,0.2624
520,8.3863,0.0825,14.4802,-0.0747,10.9012,-0.1565,8.9132,-0.0149
521,11.6680,-0.2514,11.5569,0.0015,4.7602,0.0373,13.2414,0.0625
522,6.3483,-0.0743,14.1041,-0.0349,5.4214,-0.3161,5.5152,-0.2968
523,8.0721,0.0407,10.0787,-0.2298,8.4861,-0.2709,12.7025,0.1026
524,13.3943,0.0050,13.8494,-0.1005,3.0000,0.0614,10.2888,0.2329
525,5.2758,0.0322,11.8013,0.0742,8.2423,-0.2356,14.0407,0.0423
526,8.9379,0.3037,6.3549,0.0383,12.1781,0.1588,3.0000,-0.3647
527,8.5682,-0.2125,12.1767,0.1805,3.0000,-0.2049,6.8790,-0.0611
528,3.0643,0.0920,3.0000,-0.3856,5.8500,0.4017,6.9685,0.0209
529,6.1972,0.2303,8.1043,0.1674,5.9547,0.3358,12.3106,0.3482
530,12.9011,-0.0627,7.6064,0.3539,10.3157,0.4547,4.8241,0.1641
531,8.1198,-0.2565,7.0328,0.2494,8.1064,0.1609,13.7219,-0.5040
532,7.4596,-0.0513,12.4250,-0.5248,3.1250,-0.3977,8.8313,0.4532
533,7.6697,-0.2604,5.7479,0.0354,4.0101,0.1039,8.3639,-0.1324
534,11.6439,-0.1766,10.7956,0.0180,5.8835,0.0678,3.0000,0.0135
535,4.4823,0.1453,3.6464,-0.1816,8.1773,-0.0712,3.0000,-0.2797
536,5.7295,0.0661,6.0471,0.2674,8.9877,-0.1296,5.3867,-0.0558
537,6.9024,0.1780,7.4452,0.1495,10.5189,-0.0884,4.8714,0.1601
538,9.0481,0.1210,6.7412,0.0617,11.3873,-0.2707,5.9402,0.1019
539,8.9977,-0.0515,3.9023,-0.2295,6.4676,-0.0339,6.1916,-0.0788
540,8.5361,-0.2525,9.7889,0.0108,16.1705,-0.2391,7.7623,0.4834
541,7.6485,0.0809,10.4326,0.3049,16.9339,-0.3280,3.0000,-0.0280
542,9.7716,-0.1336,5.9204,0.4101,15.1242,-0.1862,10.2423,-0.1890
543,4.5122,-0.0348,3.0000,-0.0953,21.2202,-0.1395,11.6514,-0.0185
544,8.4302,-0.1787,4.2879,-0.1338,15.5917,-0.0117,8.9939,0.0256
545,5.8240,0.2260,3.0000,0.1003,14.9570,0.1528,7.2167,-0.1677
546,5.9275,-0.5603,9.0782,-0.2868,5.1496,-0.5416,15.6967,0.2627
547,4.8165,0.1288,15.6995,-0.5233,13.0144,0.2449,13.9009,0.0482
548,9.3008,0.0373,6.0601,-0.0853,7.5693,0.5489,8.9696,0.0966
549,9.8739,0.2217,12.3390,0.1269,9.5669,0.5647,11.5637,-0.1202
550,9.1634,-0.3056,3.5954,-0.2071,13.3960,-0.3058,3.8194,-0.0218
551,10.5118,-0.0115,7.2477,0.1473,3.0000,-0.0662,4.4080,0.0761
552,10.5677,-0.1070,6.3000,-0.1043,7.1863,-0.1429,6.9361,-0.1192
553,3.1017,-0.0395,8.6479,0.1188,5.1498,-0.0031,15.7048,0.0486
554,9.1139,0.0044,6.1936,0.1328,8.9661,0.5805,8.4322,0.1626
555,7.8759,-0.1199,7.0557,0.2509,3.0000,-0.1624,17.8315,-0.1747
556,7.3738,-0.0270,9.2827,-0.1992,3.0000,-0.3133,3.3522,-0.2039
557,6.5642,0.3098,7.9049,-0.2195,6.3942,0.2755,5.5228,-0.4250
558,5.5599,0.3618,6.7884,-0.2748,3.0000,0.1296,3.0000,-0.3967
559,8.7694,0.0597,7.6917,0.0834,12.4393,-0.0586,3.0000,-0.1621
560,4.7504,0.3666,3.0773,0.3135,3.5138,0.0531,3.0000,-0.1748
561,10.5214,-0.3610,5.5006,0.2685,6.1675,0.4601,11.4188,0.0856
562,7.6545,0.2012,10.1426,-0.2673,20.0223,0.0113,13.7677,0.2111
563,3.4526,0.0531,9.9299,0.0451,3.0000,-0.0274,10.3592,-0.4103
564,8.4980,-0.0928,3.1392,0.2803,16.7086,-0.2671,8.9062,-0.2562
565,6.2782,0.1533,3.0000,0.0999,12.8828,0.0326,11.6710,-0.3458
566,5.6291,0.0391,9.1038,-0.3523,11.0025,-0.1947,3.0000,-0.3358
567,9.6784,-0.1498,3.6183,0.4512,5.9821,-0.1270,7.9488,-0.0947
568,10.9210,0.1749,15.4500,0.2950,15.3411,0.0549,9.2649,0.5039
569,7.9148,-0.0113,11.3624,-0.0231,8.0259,0.1163,13.4796,0.1140
570,3.8813,-0.1786,12.5093,-0.0292,14.4583,0.0082,6.2109,0.1054
571,10.3274,0.2026,3.8472,0.0310,11.3896,0.4456,11.0338,-0.2340
572,8.8705,-0.4261,15.4794,0.3369,3.0000,0.0969,6.6019,0.3344
573,12.2336,0.4108,6.7159,-0.1310,13.8883,-0.1372,13.1083,0.0249
574,13.1920,0.2267,11.9571,0.3830,15.4202,0.2200,11.9603,-0.5639
575,4.7794,-0.4727,12.9749,-0.0682,5.3987,0.2773,11.4064,0.0072
576,12.9428,0.3035,3.0000,0.2933,6.5238,-0.1582,5.6216,0.1052
577,3.8484,0.0212,3.1589,-0.0343,11.5446,0.2513,6.0591,-0.1511
578,6.4591,-0.5143,13.9862,0.1407,12.0104,-0.0530,16.9637,-0.0775
579,9.0875,-0.4654,3.0000,-0.1361,3.0000,0.0202,10.4830,0.1170
580,5.9293,0.1431,9.8068,-0.0747,11.4841,-0.2107,8.7179,0.7440
581,5.2639,-0.2731,3.0000,0.0657,3.7359,-0.6486,3.6168,-0.3031
582,3.0000,-0.2187,10.7995,0.0997,4.1791,0.2514,6.5319,-0.6873
583,4.2400,0.0263,6.1994,-0.4470,12.8629,-0.1766,11.0767,-0.1515
584,6.5216,0.1264,8.7920,-0.1576,17.6334,0.0504,12.7247,-0.3010
585,9.6566,0.0532,12.4126,0.2414,8.2024,0.0863,6.2982,-0.1579
586,12.1917,-0.2266,15.3873,-0.2003,10.6173,0.2078,5.4191,-0.0058
587,6.0044,-0.1875,7.3051,0.2887,11.9037,-0.2560,7.0329,0.1100
588,6.9630,-0.2652,10.2435,-0.1571,7.4271,-0.1369,4.4964,-0.3487
589,6.5619,0.0576,9.9611,0.0396,17.0110,0.0852,4.2445,-0.0707
590,4.5904,0.0450,16.7937,-0.0914,12.4029,0.2391,9.5061,0.1897
591,5.2203,0.0996,16.8564,0.3473,5.0125,0.1693,16.5226,-0.0904
592,5.6711,0.0460,10.2307,0.5008,11.6424,-0.2495,12.1515,-0.1232
593,9.2475,0.0282,13.7434,-0.1785,12.1629,0.1356,16.6811,-0.1603
594,7.6953,0.2234,15.5590,0.0339,6.2721,-0.0835,15.5939,0.1386
595,8.5758,0.0244,7.9318,-0.2548,17.1740,0.1941,9.8131,0.0566
596,9.5787,0.2210,8.4452,-0.2272,3.0000,0.0813,7.5555,0.1382
597,8.2688,-0.0981,13.5526,0.2621,12.5488,-0.1725,7.5581,0.4287
598,4.9934,-0.1966,3.0000,-0.0145,17.8430,0.3749,8.2028,-0.4874
599,10.3069,0.3002,10.6602,0.0200,4.6648,0.1188,15.7549,0.4158
600,3.0128,-0.1174,10.5685,0.0841,10.4683,0.1185,14.9875,-0.1688
601,6.0804,-0.0273,4.9142,-0.1623,9.6337,0.0209,10.6583,-0.0934
602,11.2745,-0.2069,10.5549,-0.3445,7.5673,0.0829,4.9693,-0.1049
603,8.5577,0.4968,9.2111,-0.2638,19.2328,-0.0478,13.8594,-0.0403
604,3.3544,-0.3827,4.8561,-0.1556,4.7342,0.4925,8.4408,0.3766
605,3.3870,0.2457,3.0000,0.3420,3.0000,-0.0955,7.3565,-0.0959
606,7.2617,-0.4652,6.1882,0.0761,12.1408,-0.0526,3.8869,0.1862
607,5.6700,-0.0945,3.0000,-0.0032,3.0000,-0.0486,3.7814,0.1972
608,8.5832,0.1851,3.5402,-0.3483,3.2703,0.4061,3.0000,-0.0519
609,9.5779,0.4198,3.7353,-0.3499,3.0000,-0.0573,4.7676,0.0541
610,7.3410,-0.0597,14.6588,-0.1614,10.2431,0.2913,11.7471,-0.5033
611,8.2051,-0.1351,3.0225,-0.0626,19.3701,-0.0399,3.5797,-0.2749
612,5.7914,0.0509,3.9744,-0.1876,11.0106,0.1376,10.7800,-0.2132
613,8.3876,0.4128,7.6197,-0.2031,8.1246,0.4810,6.5130,-0.1477
614,5.7244,0.0424,20.0991,-0.1352,6.8217,-0.1961,8.4342,-0.3849
615,10.2930,0.1277,4.8585,-0.1725,11.1205,0.2580,19.7451,0.2279
616,7.6079,-0.1600,3.0000,-0.0544,8.0888,-0.3685,11.6262,0.1092
617,10.7628,0.2273,16.3283,0.0453,14.0606,-0.0998,3.6826,0.0422
618,12.0968,-0.3916,8.5504,0.1908,12.6593,-0.0684,9.9384,0.1193
619,12.4863,0.3132,6.7121,-0.2728,8.7181,-0.0166,3.5590,-0.1556
620,9.0547,0.3322,11.6535,-0.0153,8.3812,-0.1375,11.7745,0.3672
621,9.7685,0.5052,11.5906,0.5062,5.9453,0.0886,10.3673,-0.1508
622,7.3919,0.3317,13.0359,-0.0855,6.0256,-0.0898,11.6406,0.2441
623,6.9857,-0.1349,12.7843,-0.0062,3.5973,-0.0778,3.0000,0.4728
624,5.1425,0.3664,5.9699,-0.2210,7.3430,-0.0868,16.9019,0.1521
625,9.3408,0.2825,11.8483,0.1688,3.0000,-0.1018,10.9455,-0.0524
626,3.0000,-0.1812,8.0767,-0.1723,3.0000,0.0582,10.1507,0.0318
627,8.9702,0.0521,11.1484,0.5034,10.4873,-0.0111,10.4943,0.1354
628,6.2233,-0.7284,12.4422,-0.1269,6.8332,0.1001,10.9655,-0.1696
629,6.4458,-0.3448,3.0000,-0.0819,7.6579,0.1622,7.2755,0.1539
630,9.4162,0.2052,14.8264,0.0735,3.8509,0.0027,3.1990,0.3177
