HourOfYear,mileage_factor_RegU_CAISO,mileage_factor_RegD_CAISO
4367,1.0187,0.9894
4368,1.0130,0.9755
4369,1.0053,0.9846
4370,1.0061,0.9858
4371,1.0048,0.9871
4372,0.9993,0.9906
4373,0.9947,1.0009
4374,1.0074,0.9915
4375,1.0058,0.9840
4376,1.0155,0.9939
4377,1.0326,1.0081
4378,1.0253,1.0159
4379,1.0149,1.0113
4380,1.0037,1.0033
4381,1.0136,1.0139
4382,1.0106,1.0233
4383,1.0104,1.0153
4384,1.0061,1.0209
4385,1.0049,1.0272
4386,1.0287,1.0113
4387,1.0185,0.9986
4388,0.9975,0.9985
4389,0.9982,0.9845
4390,0.9945,0.9824
4391,1.0025,0.9857
4392,1.0029,0.9861
4393,1.0135,0.9723
4394,0.9933,0.9827
4395,1.0005,0.9816
4396,1.0137,0.9687
4397,1.0084,0.9777
4398,1.0039,0.9825
4399,0.9999,0.9925
4400,0.9957,0.9935
4401,1.0072,0.9954
4402,0.9982,0.9991
4403,1.0048,0.9930
4404,0.9908,0.9952
4405,0.9817,1.0034
4406,0.9867,1.0136
4407,0.9800,1.0277
4408,0.9741,1.0287
4409,0.9902,1.0137
4410,0.9969,1.0176
4411,0.9983,1.0127
4412,1.0049,1.0239
4413,0.9917,1.0105
4414,0.9850,1.0205
4415,0.9903,1.0313
4416,0.9792,1.0304
4417,0.9704,1.0392
4418,0.9730,1.0440
4419,0.9799,1.0363
4420,0.9818,1.0173
4421,0.9771,1.0068
4422,0.9737,0.9929
4423,0.9765,1.0015
4424,0.9879,0.9951
4425,1.0041,0.9922
4426,1.0042,0.9982
4427,0.9861,1.0025
4428,0.9968,0.9976
4429,1.0036,1.0025
4430,0.9981,1.0176
4431,0.9968,1.0240
4432,1.0106,1.0186
4433,1.0233,1.0232
4434,1.0120,1.0070
4435,1.0301,1.0036
4436,1.0291,1.0013
4437,1.0469,1.0054
4438,1.0263,0.9896
4439,1.0169,0.9975
4440,0.9943,0.9807
4441,0.9937,1.0101
4442,1.0025,0.9940
4443,1.0189,0.9924
4444,1.0091,1.0123
4445,1.0108,1.0183
4446,1.0062,1.0301
4447,1.0117,1.0265
4448,1.0084,1.0364
4449,1.0045,1.0393
4450,0.9879,1.0403
4451,0.9928,1.0285
4452,1.0075,1.0258
4453,0.9947,1.0185
4454,1.0041,1.0182
4455,1.0042,0.9994
4456,0.9846,1.0067
4457,0.9844,1.0141
4458,0.9848,1.0132
4459,0.9916,1.0127
4460,0.9982,1.0131
4461,0.9998,1.0110
4462,1.0062,1.0213
4463,0.9969,1.0166
4464,0.9958,1.0235
4465,0.9952,1.0209
4466,1.0067,1.0159
4467,0.9888,1.0338
4468,0.9963,1.0193
4469,1.0107,1.0094
4470,1.0099,1.0096
4471,1.0383,0.9959
4472,1.0269,0.9842
4473,1.0207,0.9959
4474,1.0119,1.0073
4475,1.0077,1.0000
4476,1.0120,0.9893
4477,1.0065,0.9930
4478,0.9979,0.9927
4479,0.9838,0.9827
4480,0.9853,0.9937
4481,0.9878,0.9921
4482,0.9873,0.9983
4483,1.0098,0.9963
4484,1.0139,0.9965
4485,1.0065,0.9825
4486,1.0118,1.0034
4487,1.0171,1.0051
4488,1.0140,1.0049
4489,1.0077,1.0069
4490,0.9974,0.9892
4491,1.0104,0.9924
4492,1.0070,0.9808
4493,1.0040,0.9802
4494,1.0134,0.9797
4495,1.0113,0.9878
4496,1.0316,0.9884
4497,1.0211,0.9797
4498,1.0139,0.9968
4499,1.0050,0.9868
4500,0.9965,0.9941
4501,1.0008,1.0012
4502,1.0071,1.0030
4503,1.0024,1.0036
4504,1.0023,1.0090
4505,1.0038,1.0049
4506,1.0149,1.0124
4507,1.0067,1.0072
4508,1.0071,1.0128
4509,1.0097,1.0149
4510,1.0117,1.0143
4511,1.0102,0.9965
4512,1.0177,1.0015
4513,1.0081,0.9952
4514,1.0051,0.9992
4515,0.9988,1.0061
4516,0.9930,1.0024
4517,0.9954,0.9879
4518,1.0052,0.9942
4519,0.9972,0.9908
4520,1.0060,1.0051
4521,1.0019,0.9912
4522,0.9929,0.9964
4523,0.9881,0.9957
4524,0.9990,0.9954
4525,0.9897,1.0047
4526,1.0098,1.0063
4527,1.0093,1.0056
4528,0.9922,1.0011
4529,0.9842,1.0010
4530,0.9945,0.9848
4531,0.9823,0.9851
4532,0.9915,0.9834
4533,0.9824,0.9865
4534,0.9890,0.9896
4535,1.0029,0.9909
4536,1.0058,0.9945
4537,1.0125,0.9923
4538,1.0169,0.9745
4539,1.0034,0.9585
4540,0.9918,0.9639
4541,0.9773,0.9547
4542,0.9842,0.9902
4543,0.9862,0.9907
4544,0.9796,1.0108
4545,0.9864,0.9961
4546,1.0035,1.0041
4547,1.0091,1.0011
4548,1.0199,0.9866
4549,1.0128,0.9889
4550,1.0121,0.9827
4551,1.0128,0.9946
4552,1.0181,0.9910
4553,1.0009,0.9829
4554,1.0144,0.9938
4555,1.0139,1.0114
4556,1.0233,1.0077
4557,1.0286,1.0062
4558,1.0040,1.0018
4559,1.0063,0.9926
4560,1.0096,0.9937
4561,1.0059,0.9967
4562,1.0049,0.9825
4563,0.9960,0.9712
4564,0.9953,0.9672
4565,0.9932,0.9638
4566,0.9897,0.9634
4567,0.9883,0.9875
4568,0.9689,0.9933
4569,0.9699,0.9926
4570,0.9671,0.9947
4571,0.9655,0.9953
4572,0.9592,0.9931
4573,0.9645,0.9935
4574,0.9629,0.9889
4575,0.9615,0.9867
4576,0.9696,0.9876
4577,0.9899,0.9907
4578,0.9929,0.9911
4579,1.0040,0.9841
4580,1.0024,0.9961
4581,1.0244,0.9936
4582,1.0098,0.9866
4583,0.9899,1.0125
4584,0.9999,0.9887
4585,1.0066,0.9914
4586,0.9889,0.9900
4587,0.9896,1.0049
4588,1.0078,1.0159
4589,1.0145,1.0171
4590,0.9978,1.0151
4591,0.9798,1.0032
4592,0.9982,1.0131
4593,0.9908,1.0081
4594,1.0013,1.0185
4595,1.0075,1.0168
4596,1.0059,1.0090
4597,0.9980,1.0133
4598,1.0119,1.0093
4599,0.9894,1.0043
4600,1.0013,1.0023
4601,0.9981,1.0077
4602,0.9915,1.0102
4603,0.9919,0.9997
4604,1.0037,1.0114
4605,0.9917,0.9993
4606,0.9962,0.9987
4607,1.0023,0.9941
4608,1.0001,1.0010
4609,0.9900,0.9964
4610,0.9843,1.0073
4611,1.0034,1.0144
4612,1.0113,1.0057
4613,1.0147,1.0130
4614,1.0314,1.0234
4615,1.0185,1.0228
4616,1.0150,1.0216
4617,1.0127,1.0189
4618,1.0216,1.0202
4619,1.0028,1.0142
4620,1.0031,1.0052
4621,1.0025,1.0119
4622,1.0095,1.0162
4623,1.0039,1.0116
4624,1.0142,1.0094
4625,1.0153,1.0092
4626,1.0054,1.0217
4627,1.0097,1.0073
4628,1.0068,1.0087
4629,1.0100,1.0092
4630,0.9974,1.0161
4631,0.9954,1.0095
4632,1.0055,1.0055
4633,1.0173,1.0125
4634,1.0182,1.0032
4635,1.0127,1.0115
4636,1.0054,1.0039
4637,0.9981,0.9976
4638,0.9920,1.0014
4639,0.9858,0.9997
4640,0.9876,1.0020
4641,0.9845,1.0079
4642,0.9924,1.0175
4643,0.9970,1.0064
4644,1.0075,1.0046
4645,1.0113,1.0045
4646,1.0169,1.0125
4647,1.0064,1.0097
4648,1.0097,0.9988
4649,1.0102,0.9966
4650,0.9904,0.9898
4651,0.9916,0.9885
4652,0.9840,0.9856
4653,0.9731,0.9829
4654,0.9751,0.9922
4655,0.9739,0.9821
4656,0.9718,0.9912
4657,0.9638,1.0057
4658,0.9866,1.0108
4659,0.9777,1.0068
4660,0.9787,1.0122
4661,0.9888,0.9992
4662,0.9997,0.9970
4663,0.9897,0.9916
4664,0.9896,0.9948
4665,0.9965,0.9916
4666,0.9999,0.9838
4667,1.0034,0.9801
4668,0.9919,0.9742
4669,0.9859,0.9681
4670,0.9871,0.9743
4671,0.9866,0.9861
4672,0.9905,0.9936
4673,0.9826,0.9845
4674,0.9947,0.9801
4675,0.9848,0.9747
4676,0.9897,0.9660
4677,0.9841,0.9523
4678,0.9846,0.9460
4679,0.9740,0.9583
4680,0.9772,0.9636
4681,0.9874,0.9717
4682,1.0012,0.9778
4683,1.0001,1.0004
4684,0.9890,1.0030
4685,0.9984,1.0074
4686,1.0019,1.0194
4687,1.0000,1.0187
4688,0.9951,1.0321
4689,0.9949,1.0284
4690,0.9961,1.0228
4691,1.0041,1.0300
4692,0.9957,1.0238
4693,0.9903,1.0055
4694,0.9899,1.0105
4695,0.9794,0.9971
4696,0.9894,0.9885
4697,0.9967,0.9975
4698,1.0000,1.0096
4699,1.0220,1.0001
4700,1.0242,1.0035
4701,1.0320,1.0026
4702,1.0268,0.9871
4703,1.0169,0.9875
4704,1.0008,0.9993
4705,1.0034,0.9967
4706,1.0077,0.9878
4707,1.0148,1.0029
4708,1.0075,0.9885
4709,1.0122,0.9795
4710,0.9982,0.9858
4711,0.9993,0.9922
4712,1.0045,0.9875
4713,1.0095,0.9770
4714,1.0152,0.9890
4715,1.0173,0.9825
4716,1.0152,0.9743
4717,1.0237,0.9701
4718,1.0189,0.9751
4719,1.0154,0.9776
4720,1.0270,0.9757
4721,0.9966,0.9785
4722,1.0025,0.9892
4723,1.0076,0.9961
4724,1.0024,1.0100
4725,1.0021,1.0052
4726,1.0016,1.0112
4727,0.9994,1.0138
4728,0.9989,1.0066
4729,1.0026,1.0185
4730,0.9967,1.0355
4731,0.9973,1.0280
4732,0.9855,1.0217
4733,0.9826,1.0237
4734,0.9758,1.0124
4735,0.9817,1.0168
4736,0.9755,1.0292
4737,0.9673,1.0304
4738,0.9606,1.0201
4739,0.9584,1.0204
4740,0.9753,1.0188
4741,0.9938,1.0036
4742,0.9918,1.0106
4743,0.9798,1.0043
4744,0.9807,1.0175
4745,0.9968,1.0269
4746,0.9995,1.0350
4747,0.9863,1.0318
4748,1.0054,1.0329
4749,1.0011,1.0356
4750,0.9961,1.0444
4751,1.0074,1.0336
4752,1.0086,1.0221
4753,1.0188,1.0032
4754,1.0141,1.0002
4755,1.0109,1.0006
4756,1.0046,0.9890
4757,1.0051,0.9948
4758,1.0038,1.0054
4759,0.9967,0.9972
4760,0.9820,1.0016
4761,0.9896,0.9993
4762,0.9944,1.0010
4763,0.9930,1.0067
4764,1.0029,1.0021
4765,1.0037,0.9978
4766,1.0070,0.9888
4767,1.0057,0.9841
4768,0.9902,0.9911
4769,1.0039,0.9942
4770,1.0066,0.9844
4771,0.9934,0.9799
4772,0.9904,0.9852
4773,0.9974,1.0018
4774,1.0116,0.9958
4775,1.0121,0.9856
4776,1.0166,0.9815
4777,1.0286,0.9840
4778,1.0379,0.9777
4779,1.0334,0.9832
4780,1.0333,0.9917
4781,1.0184,0.9924
4782,1.0146,0.9924
4783,1.0156,1.0017
4784,1.0090,1.0087
4785,0.9953,1.0015
4786,0.9958,0.9996
4787,0.9805,1.0153
4788,0.9977,1.0150
4789,0.9976,1.0222
4790,1.0077,1.0124
4791,0.9983,1.0013
4792,0.9941,0.9966
4793,1.0005,0.9939
4794,1.0140,0.9977
4795,1.0131,1.0036
4796,1.0032,0.9990
4797,1.0106,0.9882
4798,0.9989,0.9911
4799,1.0109,1.0048
4800,1.0186,1.0202
4801,1.0083,0.9984
4802,1.0057,1.0045
4803,1.0000,1.0169
4804,1.0035,1.0091
4805,1.0071,1.0087
4806,0.9902,1.0139
4807,0.9967,1.0188
4808,0.9964,1.0107
4809,0.9860,1.0213
4810,0.9941,1.0171
4811,1.0096,1.0083
4812,1.0088,0.9975
4813,1.0199,1.0054
4814,1.0238,0.9959
4815,1.0270,1.0077
4816,1.0263,1.0149
4817,1.0195,0.9980
4818,1.0092,1.0029
4819,1.0355,0.9877
4820,1.0306,0.9811
4821,1.0265,1.0006
4822,1.0315,1.0003
4823,1.0086,0.9946
4824,1.0123,0.9854
4825,1.0223,0.9997
4826,1.0302,1.0105
4827,1.0300,1.0104
4828,1.0154,1.0115
4829,1.0207,1.0125
4830,1.0069,1.0134
4831,1.0193,1.0184
4832,1.0229,1.0096
4833,1.0153,0.9938
4834,1.0223,1.0070
4835,1.0169,0.9955
4836,1.0147,1.0026
4837,1.0186,1.0059
4838,1.0147,1.0024
4839,1.0100,0.9961
4840,1.0025,0.9992
4841,1.0107,1.0113
4842,1.0091,0.9973
4843,1.0170,0.9976
4844,1.0087,1.0147
4845,0.9983,1.0193
4846,1.0086,1.0051
4847,0.9973,0.9967
4848,0.9928,1.0063
4849,0.9994,0.9935
4850,1.0160,0.9920
4851,1.0164,0.9874
4852,1.0038,0.9889
4853,0.9949,0.9991
4854,0.9958,0.9981
4855,1.0024,0.9943
4856,0.9933,0.9970
4857,0.9864,0.9977
4858,0.9884,0.9903
4859,0.9969,0.9884
4860,0.9857,0.9755
4861,0.9669,0.9750
4862,0.9720,0.9921
4863,1.0018,0.9992
4864,0.9973,0.9965
4865,1.0085,1.0051
4866,0.9977,1.0169
4867,0.9992,1.0138
4868,1.0093,1.0042
4869,1.0064,1.0002
4870,0.9944,1.0049
4871,0.9960,1.0132
4872,1.0041,1.0113
4873,1.0213,1.0072
4874,1.0053,1.0147
4875,1.0075,1.0032
4876,0.9984,1.0028
4877,1.0002,1.0125
4878,0.9924,1.0112
4879,0.9877,1.0077
4880,1.0046,0.9947
4881,1.0044,0.9916
4882,0.9919,0.9944
4883,0.9918,1.0040
4884,0.9993,0.9911
4885,1.0014,0.9867
4886,1.0054,0.9862
4887,1.0217,0.9914
4888,1.0266,0.9857
4889,1.0345,0.9836
4890,1.0317,1.0002
4891,1.0339,1.0017
4892,1.0215,0.9980
4893,1.0244,1.0034
4894,1.0341,0.9895
4895,1.0299,0.9878
4896,1.0207,0.9835
4897,1.0291,0.9806
4898,1.0166,0.9766
4899,1.0344,0.9793
4900,1.0312,0.9813
4901,1.0110,0.9802
4902,1.0131,0.9683
4903,1.0236,0.9669
4904,1.0295,0.9675
4905,1.0245,0.9609
4906,1.0214,0.9805
4907,1.0277,0.9699
4908,1.0050,0.9899
4909,0.9990,0.9754
4910,0.9928,0.9685
4911,1.0018,0.9711
4912,0.9935,0.9858
4913,0.9883,0.9814
4914,0.9863,1.0062
4915,0.9813,0.9934
4916,0.9944,0.9981
4917,0.9912,1.0006
4918,0.9978,0.9917
4919,0.9935,0.9812
4920,0.9946,0.9851
4921,0.9939,0.9890
4922,0.9780,0.9782
4923,0.9713,0.9874
4924,0.9652,0.9946
4925,0.9815,1.0028
4926,0.9965,0.9933
4927,0.9927,1.0158
4928,0.9981,1.0093
4929,0.9921,1.0060
4930,0.9961,0.9953
4931,0.9936,0.9962
4932,0.9901,0.9872
4933,0.9974,0.9908
4934,1.0008,0.9739
4935,0.9938,0.9842
4936,1.0105,0.9723
4937,1.0254,0.9813
4938,1.0219,0.9788
4939,1.0234,0.9894
4940,1.0403,0.9919
4941,1.0385,0.9946
4942,1.0192,1.0079
4943,1.0161,1.0003
4944,1.0100,0.9897
4945,1.0042,0.9982
4946,1.0074,0.9966
4947,1.0017,1.0051
4948,1.0090,0.9955
4949,1.0017,0.9854
4950,0.9914,0.9910
4951,1.0045,0.9843
4952,1.0012,0.9781
4953,1.0082,0.9868
4954,0.9982,0.9839
4955,0.9968,0.9900
4956,1.0033,0.9742
4957,0.9957,0.9664
4958,1.0007,0.9739
4959,1.0114,0.9745
4960,1.0126,0.9752
4961,1.0054,0.9678
4962,0.9988,0.9746
4963,0.9921,0.9949
4964,0.9856,0.9971
4965,0.9957,0.9963
4966,0.9880,1.0015
4967,0.9875,0.9860
4968,0.9914,0.9953
4969,0.9896,1.0146
4970,0.9852,1.0038
4971,0.9988,1.0081
4972,0.9934,1.0028
4973,0.9962,1.0103
4974,0.9922,1.0119
4975,0.9884,1.0004
4976,0.9784,1.0123
4977,0.9825,1.0133
4978,0.9739,1.0045
4979,0.9813,0.9944
4980,0.9820,0.9849
4981,0.9766,0.9879
4982,0.9705,0.9916
4983,0.9549,0.9764
4984,0.9691,0.9803
4985,0.9742,0.9774
4986,0.9803,0.9747
4987,0.9884,0.9766
4988,1.0049,0.9902
4989,0.9953,1.0116
4990,0.9905,1.0013
4991,0.9970,1.0007
4992,1.0043,0.9944
4993,1.0040,1.0004
4994,0.9849,0.9955
4995,0.9674,1.0021
4996,0.9726,0.9991
4997,0.9874,0.9917
4998,1.0028,0.9994
4999,0.9867,1.0093
5000,0.9934,1.0110
5001,0.9986,1.0060
5002,0.9940,1.0107
5003,0.9964,1.0175
5004,0.9949,1.0186
5005,0.9854,1.0127
5006,0.9824,1.0026
5007,1.0039,0.9989
5008,1.0058,1.0009
5009,0.9938,1.0054
5010,0.9847,1.0075
5011,1.0016,1.0002
5012,0.9969,1.0069
5013,0.9940,1.0101
5014,1.0023,1.0162
5015,0.9988,1.0210
5016,0.9942,1.0248
5017,0.9973,1.0286
5018,0.9913,1.0224
5019,0.9886,1.0527
5020,1.0052,1.0413
5021,0.9968,1.0425
5022,0.9951,1.0502
5023,1.0154,1.0431
5024,0.9807,1.0363
5025,1.0015,1.0386
5026,1.0060,1.0130
5027,1.0092,1.0103
5028,1.0116,1.0121
5029,1.0056,1.0193
5030,0.9954,1.0098
5031,0.9960,1.0154
5032,0.9957,1.0124
5033,0.9986,1.0300
5034,0.9961,1.0328
5035,1.0044,1.0507
5036,1.0110,1.0381
5037,0.9959,1.0226
5038,0.9812,1.0126
5039,0.9776,0.9978
5040,0.9695,0.9932
5041,0.9847,1.0012
5042,0.9816,0.9949
5043,0.9897,0.9967
5044,0.9903,0.9961
5045,1.0004,0.9860
5046,0.9963,1.0100
5047,0.9827,1.0057
5048,0.9796,1.0137
5049,0.9582,1.0142
5050,0.9521,0.9959
5051,0.9639,0.9873
5052,0.9722,0.9910
5053,0.9721,0.9876
5054,0.9756,1.0013
5055,0.9656,0.9829
5056,0.9780,0.9954
5057,0.9801,0.9924
5058,0.9885,0.9761
5059,0.9949,0.9756
5060,0.9984,0.9844
5061,0.9901,0.9833
5062,0.9944,0.9900
5063,0.9994,1.0069
5064,0.9934,1.0258
5065,0.9975,1.0148
5066,0.9847,1.0223
5067,0.9925,1.0166
5068,0.9967,1.0003
5069,1.0108,0.9870
5070,1.0263,0.9895
5071,1.0192,1.0011
5072,1.0204,0.9947
5073,1.0198,0.9946
5074,1.0137,0.9976
5075,0.9951,0.9745
5076,0.9857,0.9840
5077,0.9834,0.9942
5078,0.9889,1.0037
5079,1.0035,1.0068
5080,1.0019,1.0061
5081,1.0110,1.0067
5082,1.0222,1.0152
5083,1.0129,1.0134
5084,0.9978,1.0183
5085,0.9986,1.0150
5086,0.9867,1.0237
5087,1.0056,1.0172
5088,1.0152,1.0264
5089,1.0252,1.0095
5090,1.0049,1.0106
5091,1.0007,1.0200
5092,1.0011,1.0208
5093,1.0045,1.0214
5094,1.0004,1.0229
5095,0.9767,1.0199
5096,0.9852,1.0138
5097,1.0039,1.0162
5098,1.0215,1.0192
5099,1.0152,1.0091
5100,1.0131,1.0139
5101,1.0016,1.0109
5102,1.0020,1.0010
5103,0.9978,1.0109
5104,0.9935,1.0130
5105,0.9810,1.0203
5106,0.9985,1.0122
5107,0.9966,1.0236
5108,0.9928,1.0194
5109,0.9962,1.0225
5110,0.9916,1.0116
5111,0.9741,1.0154
5112,0.9907,1.0187
5113,0.9927,1.0137
5114,1.0012,1.0026
5115,1.0027,1.0083
5116,1.0108,1.0169
5117,1.0153,1.0037
5118,0.9923,1.0037
5119,0.9978,1.0084
5120,0.9901,0.9980
5121,0.9837,1.0125
5122,0.9713,1.0197
5123,0.9930,1.0227
5124,0.9930,1.0223
5125,0.9905,1.0130
5126,0.9853,1.0083
5127,1.0093,0.9935
5128,1.0168,0.9891
5129,0.9919,0.9954
5130,1.0058,0.9982
5131,0.9964,0.9940
5132,1.0030,0.9969
5133,0.9984,1.0033
5134,0.9829,0.9950
5135,0.9814,1.0098
5136,0.9869,1.0077
5137,0.9917,1.0082
5138,0.9900,1.0049
5139,0.9923,1.0059
5140,0.9949,0.9874
5141,1.0041,0.9869
5142,1.0153,0.9819
5143,1.0125,0.9880
5144,0.9982,0.9893
5145,1.0044,0.9830
5146,1.0098,0.9800
5147,1.0161,0.9794
5148,1.0045,0.9865
5149,1.0110,0.9942
5150,1.0119,0.9851
5151,1.0150,0.9979
5152,1.0053,1.0023
5153,0.9873,0.9986
5154,0.9772,0.9946
5155,0.9894,0.9988
5156,1.0069,1.0064
5157,1.0127,1.0201
5158,0.9993,1.0184
5159,0.9990,1.0276
5160,1.0018,1.0327
5161,1.0019,1.0357
5162,1.0030,1.0309
5163,0.9928,1.0274
5164,0.9805,1.0302
5165,0.9752,1.0222
5166,0.9684,1.0338
5167,0.9751,1.0349
5168,0.9818,1.0162
5169,0.9726,1.0079
5170,0.9768,1.0136
5171,0.9978,1.0241
5172,0.9995,1.0330
5173,0.9957,1.0282
5174,1.0043,1.0249
5175,1.0252,1.0231
5176,1.0225,1.0308
5177,1.0130,1.0168
5178,1.0117,1.0212
5179,1.0221,1.0338
5180,1.0174,1.0358
5181,1.0146,1.0262
5182,1.0248,1.0245
5183,1.0213,1.0298
5184,1.0331,1.0186
5185,1.0144,1.0093
5186,1.0159,0.9826
5187,1.0310,0.9989
5188,1.0477,1.0060
5189,1.0353,1.0114
5190,1.0265,1.0055
5191,1.0393,0.9923
5192,1.0290,0.9868
5193,1.0191,0.9803
5194,1.0111,0.9965
5195,1.0010,0.9783
5196,0.9912,0.9829
5197,0.9911,0.9860
5198,0.9779,0.9993
5199,0.9764,0.9886
5200,0.9950,0.9748
5201,1.0040,1.0069
5202,0.9982,1.0094
5203,1.0009,0.9970
5204,0.9999,1.0033
5205,0.9931,0.9888
5206,0.9735,0.9920
5207,0.9702,1.0099
5208,0.9729,0.9971
5209,1.0006,1.0016
5210,1.0062,0.9986
5211,1.0042,0.9894
5212,1.0081,0.9815
5213,1.0089,0.9831
5214,1.0010,0.9927
5215,1.0003,0.9921
5216,0.9971,0.9838
5217,0.9839,0.9861
5218,0.9817,0.9693
5219,0.9842,0.9606
5220,0.9912,0.9772
5221,0.9931,0.9722
5222,1.0032,0.9871
5223,1.0008,1.0109
5224,1.0125,1.0106
5225,1.0121,1.0108
5226,1.0142,1.0155
5227,1.0143,1.0133
5228,1.0074,1.0211
5229,1.0120,1.0218
5230,1.0046,1.0199
5231,0.9951,1.0145
5232,0.9985,1.0302
5233,0.9982,1.0115
5234,0.9915,1.0270
5235,0.9940,1.0260
5236,1.0014,1.0162
5237,0.9995,1.0055
5238,1.0141,1.0029
5239,1.0221,1.0115
5240,1.0143,1.0165
5241,1.0013,1.0125
5242,1.0000,1.0016
5243,1.0042,0.9869
5244,0.9881,0.9883
5245,0.9748,0.9917
5246,0.9681,1.0061
5247,0.9844,0.9877
5248,1.0001,0.9987
5249,0.9905,1.0057
5250,0.9796,0.9990
5251,0.9854,0.9846
5252,0.9893,0.9893
5253,0.9804,1.0055
5254,0.9749,0.9856
5255,0.9735,1.0060
5256,0.9744,1.0220
5257,0.9818,1.0198
5258,0.9638,1.0049
5259,0.9877,1.0116
5260,0.9934,0.9921
5261,0.9953,0.9831
5262,0.9904,0.9926
5263,0.9845,0.9963
5264,0.9801,0.9884
5265,0.9793,0.9975
5266,0.9868,1.0017
5267,0.9995,0.9967
5268,0.9868,0.9941
5269,0.9852,0.9933
5270,0.9891,0.9703
5271,0.9930,0.9837
5272,0.9890,0.9921
5273,0.9877,0.9894
5274,0.9878,0.9919
5275,0.9792,0.9906
5276,0.9746,1.0031
5277,0.9621,0.9961
5278,0.9790,1.0029
5279,0.9880,0.9985
5280,0.9778,1.0044
5281,0.9716,0.9996
5282,0.9644,0.9973
5283,0.9623,0.9875
5284,0.9714,0.9934
5285,1.0027,0.9908
5286,0.9982,0.9989
5287,1.0028,1.0115
5288,1.0012,1.0108
5289,1.0032,0.9966
5290,1.0000,0.9908
5291,1.0105,1.0016
5292,1.0140,1.0053
5293,1.0114,0.9965
5294,1.0152,1.0103
5295,1.0211,1.0176
5296,1.0107,1.0234
5297,1.0130,1.0163
5298,1.0186,1.0353
5299,1.0194,1.0285
5300,1.0223,1.0290
5301,1.0190,1.0254
5302,1.0206,1.0018
5303,1.0307,0.9972
5304,1.0159,1.0016
5305,1.0130,1.0104
5306,1.0036,0.9905
5307,0.9975,0.9893
5308,1.0025,1.0014
5309,0.9867,0.9917
5310,0.9789,0.9945
5311,0.9938,0.9946
5312,0.9829,0.9944
5313,0.9991,0.9861
5314,0.9991,0.9946
5315,0.9986,0.9911
5316,0.9927,0.9900
5317,0.9911,1.0040
5318,0.9948,0.9996
5319,0.9937,1.0070
5320,0.9868,0.9960
5321,0.9948,1.0094
5322,1.0070,1.0010
5323,0.9912,0.9940
5324,1.0127,0.9935
5325,1.0130,0.9937
5326,1.0151,1.0158
5327,1.0260,1.0077
5328,1.0021,1.0059
5329,0.9873,1.0027
5330,0.9712,1.0015
5331,0.9652,1.0162
5332,0.9768,1.0137
5333,0.9699,1.0034
5334,0.9669,0.9911
5335,0.9661,1.0107
5336,0.9709,1.0107
5337,0.9743,1.0149
5338,0.9716,1.0164
5339,0.9671,1.0101
5340,0.9703,1.0060
5341,0.9757,1.0013
5342,0.9928,0.9938
5343,0.9850,0.9933
5344,0.9864,0.9933
5345,0.9703,0.9736
5346,0.9856,0.9830
5347,0.9868,0.9796
5348,0.9963,0.9970
5349,1.0079,1.0093
5350,1.0105,1.0096
5351,1.0096,0.9844
5352,0.9904,0.9975
5353,0.9905,0.9996
5354,0.9831,0.9899
5355,0.9760,1.0018
5356,0.9628,0.9761
5357,0.9675,0.9778
5358,0.9653,0.9968
5359,0.9644,1.0038
5360,0.9614,1.0049
5361,0.9804,1.0037
5362,0.9740,1.0036
5363,0.9748,1.0187
5364,0.9775,0.9931
5365,0.9793,0.9992
5366,0.9988,0.9988
5367,0.9805,1.0005
5368,0.9861,0.9836
5369,0.9966,0.9895
5370,0.9995,0.9831
5371,1.0191,0.9956
5372,1.0276,0.9911
5373,1.0161,0.9752
5374,1.0112,0.9665
5375,1.0161,0.9655
5376,1.0120,0.9812
5377,1.0088,0.9806
5378,1.0256,0.9905
5379,1.0300,0.9827
5380,1.0433,0.9939
5381,1.0346,1.0022
5382,1.0296,1.0067
5383,1.0272,1.0022
5384,1.0285,0.9985
5385,1.0205,0.9923
5386,1.0083,0.9985
5387,0.9994,1.0003
5388,0.9984,1.0101
5389,0.9838,0.9935
5390,0.9901,0.9954
5391,0.9712,1.0032
5392,0.9622,1.0026
5393,0.9801,0.9962
5394,0.9844,0.9978
5395,0.9910,1.0050
5396,0.9955,1.0093
5397,1.0139,1.0150
5398,1.0223,1.0075
5399,1.0336,1.0056
5400,1.0226,1.0173
5401,1.0174,0.9976
5402,1.0011,1.0198
5403,1.0095,1.0044
5404,1.0144,1.0013
5405,1.0053,0.9932
5406,0.9992,0.9972
5407,1.0033,0.9998
5408,1.0007,1.0049
5409,0.9942,1.0055
5410,0.9917,1.0001
5411,0.9895,1.0023
5412,0.9951,1.0094
5413,0.9939,1.0039
5414,0.9688,1.0028
5415,0.9737,1.0023
5416,0.9721,1.0057
5417,0.9832,1.0042
5418,0.9878,1.0120
5419,0.9836,1.0008
5420,0.9806,0.9984
5421,0.9857,0.9948
5422,0.9880,1.0044
5423,0.9871,1.0057
5424,0.9884,1.0046
5425,0.9942,1.0144
5426,0.9802,1.0203
5427,0.9967,1.0078
5428,0.9932,0.9985
5429,1.0049,1.0057
5430,1.0228,0.9901
5431,1.0238,0.9935
5432,1.0020,0.9985
5433,0.9911,1.0070
5434,0.9965,0.9933
5435,0.9911,0.9926
5436,1.0061,0.9841
5437,0.9983,0.9842
5438,1.0036,0.9913
5439,1.0020,0.9858
